onset	duration	trial_type	value	sample	stimulus	target	blank_jitter_frames	accuracy	response_time	block
1010.274	0.0	target	6	1010274	p	1	16.0	1	0.3542731	5
1010.49	0.5	BAD keypress	2	1010490	n/a	n/a	n/a	n/a	n/a	n/a
1010.74	0.0	keypress	4	1010740	n/a	n/a	n/a	n/a	n/a	n/a
1012.223	0.0	nontarget	5	1012223	x	0	29.0	n/a	n/a	5
1014.657	0.0	nontarget	5	1014657	l	0	43.0	n/a	n/a	5
1017.157	0.0	nontarget	5	1017157	r	0	47.0	n/a	n/a	5
1019.406	0.0	target	6	1019406	q	1	32.0	1	0.4048155	5
1019.673	0.5	BAD keypress	2	1019673	n/a	n/a	n/a	n/a	n/a	n/a
1019.923	0.0	keypress	4	1019923	n/a	n/a	n/a	n/a	n/a	n/a
1021.59	0.0	nontarget	5	1021590	k	0	41.0	n/a	n/a	5
1023.973	0.0	nontarget	5	1023973	f	0	40.0	n/a	n/a	5
1026.39	0.0	target	6	1026390	s	1	42.0	1	0.4132137	5
1026.656	0.5	BAD keypress	2	1026656	n/a	n/a	n/a	n/a	n/a	n/a
1026.906	0.0	keypress	4	1026906	n/a	n/a	n/a	n/a	n/a	n/a
1028.206	0.0	nontarget	5	1028206	l	0	19.0	n/a	n/a	5
1030.289	0.0	nontarget	5	1030289	o	0	22.0	n/a	n/a	5
1032.556	0.0	nontarget	5	1032556	m	0	33.0	n/a	n/a	5
1034.989	0.0	nontarget	5	1034989	ö	0	43.0	n/a	n/a	5
1037.089	0.0	nontarget	5	1037089	x	0	23.0	n/a	n/a	5
1039.206	0.0	nontarget	5	1039206	y	0	24.0	n/a	n/a	5
1041.539	0.0	nontarget	5	1041539	r	0	37.0	n/a	n/a	5
1044.022	0.0	nontarget	5	1044022	w	0	46.0	n/a	n/a	5
1046.372	0.0	nontarget	5	1046372	b	0	38.0	n/a	n/a	5
1048.539	0.0	nontarget	5	1048539	d	0	27.0	n/a	n/a	5
1050.805	0.0	nontarget	5	1050805	ü	0	33.0	n/a	n/a	5
1053.338	0.0	nontarget	5	1053338	f	0	49.0	n/a	n/a	5
1055.705	0.0	nontarget	5	1055705	ö	0	39.0	n/a	n/a	5
1057.855	0.0	nontarget	5	1057855	b	0	26.0	n/a	n/a	5
1060.088	0.0	target	6	1060088	ü	1	31.0	1	0.4085399	5
1060.371	0.5	BAD keypress	2	1060371	n/a	n/a	n/a	n/a	n/a	n/a
1060.621	0.0	keypress	4	1060621	n/a	n/a	n/a	n/a	n/a	n/a
1062.071	0.0	target	6	1062071	d	1	28.0	1	0.5689941	5
1062.538	0.5	BAD keypress	2	1062538	n/a	n/a	n/a	n/a	n/a	n/a
1062.788	0.0	keypress	4	1062788	n/a	n/a	n/a	n/a	n/a	n/a
1064.171	0.0	nontarget	5	1064171	l	0	24.0	n/a	n/a	5
1066.171	0.0	nontarget	5	1066171	r	0	17.0	n/a	n/a	5
1068.504	0.0	nontarget	5	1068504	f	0	37.0	n/a	n/a	5
1070.638	0.0	nontarget	5	1070638	t	0	25.0	n/a	n/a	5
1072.671	0.0	nontarget	5	1072671	k	0	19.0	n/a	n/a	5
1075.187	0.0	nontarget	5	1075187	c	0	48.0	n/a	n/a	5
1077.687	0.0	target	6	1077687	m	1	47.0	1	0.3920525	5
1077.987	0.5	BAD keypress	2	1077987	n/a	n/a	n/a	n/a	n/a	n/a
1078.237	0.0	keypress	4	1078237	n/a	n/a	n/a	n/a	n/a	n/a
1079.804	0.0	nontarget	5	1079804	q	0	34.0	n/a	n/a	5
1082.154	0.0	nontarget	5	1082154	y	0	38.0	n/a	n/a	5
1084.57	0.0	nontarget	5	1084570	n	0	42.0	n/a	n/a	5
1086.604	0.0	target	6	1086604	x	1	19.0	1	0.4191627	5
1086.92	0.5	BAD keypress	2	1086920	n/a	n/a	n/a	n/a	n/a	n/a
1087.17	0.0	keypress	4	1087170	n/a	n/a	n/a	n/a	n/a	n/a
1088.703	0.0	nontarget	5	1088703	b	0	33.0	n/a	n/a	5
1091.22	0.0	nontarget	5	1091220	h	0	48.0	n/a	n/a	5
1093.487	0.0	nontarget	5	1093487	v	0	33.0	n/a	n/a	5
1095.437	0.0	nontarget	5	1095437	n	0	14.0	n/a	n/a	5
1097.853	0.0	nontarget	5	1097853	l	0	42.0	n/a	n/a	5
1100.17	0.0	nontarget	5	1100170	q	0	36.0	n/a	n/a	5
1102.336	0.0	nontarget	5	1102336	ä	0	27.0	n/a	n/a	5
1104.819	0.0	nontarget	5	1104819	b	0	46.0	n/a	n/a	5
1106.986	0.0	nontarget	5	1106986	k	0	27.0	n/a	n/a	5
1109.003	0.0	nontarget	5	1109003	g	0	18.0	n/a	n/a	5
1111.086	0.0	nontarget	5	1111086	p	0	22.0	n/a	n/a	5
1113.236	0.0	nontarget	5	1113236	d	0	26.0	n/a	n/a	5
1115.402	0.0	nontarget	5	1115402	c	0	27.0	n/a	n/a	5
1117.836	0.0	nontarget	5	1117836	ö	0	43.0	n/a	n/a	5
1119.885	0.0	nontarget	5	1119885	f	0	20.0	n/a	n/a	5
1122.319	0.0	nontarget	5	1122319	q	0	43.0	n/a	n/a	5
1124.319	0.0	nontarget	5	1124319	e	0	17.0	n/a	n/a	5
1126.618	0.0	nontarget	5	1126618	ß	0	35.0	n/a	n/a	5
1128.718	0.0	nontarget	5	1128718	o	0	23.0	n/a	n/a	5
1131.118	0.0	target	6	1131118	t	1	41.0	1	0.3654379	5
1131.368	0.5	BAD keypress	2	1131368	n/a	n/a	n/a	n/a	n/a	n/a
1131.618	0.0	keypress	4	1131618	n/a	n/a	n/a	n/a	n/a	n/a
1133.285	0.0	nontarget	5	1133285	ö	0	41.0	n/a	n/a	5
1135.585	0.0	nontarget	5	1135585	j	0	35.0	n/a	n/a	5
1138.118	0.0	nontarget	5	1138118	s	0	49.0	n/a	n/a	5
1140.101	0.0	nontarget	5	1140101	ä	0	16.0	n/a	n/a	5
1142.518	0.0	nontarget	5	1142518	c	0	42.0	n/a	n/a	5
1144.834	0.0	nontarget	5	1144834	y	0	36.0	n/a	n/a	5
1147.201	0.0	target	6	1147201	ä	1	39.0	1	0.3936486	5
1147.451	0.5	BAD keypress	2	1147451	n/a	n/a	n/a	n/a	n/a	n/a
1147.701	0.0	keypress	4	1147701	n/a	n/a	n/a	n/a	n/a	n/a
1149.384	0.0	nontarget	5	1149384	ß	0	42.0	n/a	n/a	5
1151.767	0.0	target	6	1151767	r	1	40.0	1	0.4669544	5
1152.117	0.5	BAD keypress	2	1152117	n/a	n/a	n/a	n/a	n/a	n/a
1152.367	0.0	keypress	4	1152367	n/a	n/a	n/a	n/a	n/a	n/a
1153.601	0.0	nontarget	5	1153601	g	0	15.0	n/a	n/a	5
1154.701	27.947999999999865	BAD_break	3	1154701	n/a	n/a	n/a	n/a	n/a	n/a
1183.149	0.0	nontarget	5	1183149	t	0	18.0	n/a	n/a	6
1185.499	0.0	nontarget	5	1185499	q	0	38.0	n/a	n/a	6
1187.782	0.0	target	6	1187782	h	1	34.0	1	0.4335195	6
1188.083	0.5	BAD keypress	2	1188083	n/a	n/a	n/a	n/a	n/a	n/a
1188.333	0.0	keypress	4	1188333	n/a	n/a	n/a	n/a	n/a	n/a
1189.566	0.0	target	6	1189566	n	1	15.0	1	0.3940288	6
1189.849	0.5	BAD keypress	2	1189849	n/a	n/a	n/a	n/a	n/a	n/a
1190.099	0.0	keypress	4	1190099	n/a	n/a	n/a	n/a	n/a	n/a
1191.882	0.0	nontarget	5	1191882	t	0	48.0	n/a	n/a	6
1194.199	0.0	nontarget	5	1194199	ß	0	36.0	n/a	n/a	6
1196.732	0.0	nontarget	5	1196732	z	0	49.0	n/a	n/a	6
1199.232	0.0	nontarget	5	1199232	p	0	47.0	n/a	n/a	6
1201.682	0.0	nontarget	5	1201682	c	0	44.0	n/a	n/a	6
1204.182	0.0	nontarget	5	1204182	s	0	47.0	n/a	n/a	6
1206.248	0.0	nontarget	5	1206248	e	0	21.0	n/a	n/a	6
1208.682	0.0	nontarget	5	1208682	t	0	43.0	n/a	n/a	6
1211.231	0.0	target	6	1211231	f	1	50.0	1	0.4548416	6
1211.565	0.5	BAD keypress	2	1211565	n/a	n/a	n/a	n/a	n/a	n/a
1211.815	0.0	keypress	4	1211815	n/a	n/a	n/a	n/a	n/a	n/a
1213.348	0.0	nontarget	5	1213348	f	0	33.0	n/a	n/a	6
1215.631	0.0	nontarget	5	1215631	r	0	34.0	n/a	n/a	6
1217.898	0.0	nontarget	5	1217898	a	0	33.0	n/a	n/a	6
1220.348	0.0	nontarget	5	1220348	t	0	44.0	n/a	n/a	6
1222.431	0.0	nontarget	5	1222431	m	0	22.0	n/a	n/a	6
1224.781	0.0	nontarget	5	1224781	k	0	38.0	n/a	n/a	6
1227.097	0.0	nontarget	5	1227097	u	0	36.0	n/a	n/a	6
1229.081	0.0	nontarget	5	1229081	x	0	16.0	n/a	n/a	6
1231.597	0.0	nontarget	5	1231597	j	0	48.0	n/a	n/a	6
1233.597	0.0	target	6	1233597	w	1	17.0	1	0.4076639	6
1233.881	0.5	BAD keypress	2	1233881	n/a	n/a	n/a	n/a	n/a	n/a
1234.131	0.0	keypress	4	1234131	n/a	n/a	n/a	n/a	n/a	n/a
1235.93	0.0	nontarget	5	1235930	d	0	49.0	n/a	n/a	6
1238.147	0.0	target	6	1238147	d	1	30.0	1	0.4175563	6
1238.414	0.5	BAD keypress	2	1238414	n/a	n/a	n/a	n/a	n/a	n/a
1238.664	0.0	keypress	4	1238664	n/a	n/a	n/a	n/a	n/a	n/a
1240.18	0.0	target	6	1240180	p	1	32.0	1	0.368101	6
1240.447	0.5	BAD keypress	2	1240447	n/a	n/a	n/a	n/a	n/a	n/a
1240.697	0.0	keypress	4	1240697	n/a	n/a	n/a	n/a	n/a	n/a
1241.93	0.0	nontarget	5	1241930	w	0	15.0	n/a	n/a	6
1244.247	0.0	nontarget	5	1244247	l	0	36.0	n/a	n/a	6
1246.68	0.0	nontarget	5	1246680	j	0	43.0	n/a	n/a	6
1248.963	0.0	nontarget	5	1248963	k	0	34.0	n/a	n/a	6
1251.396	0.0	nontarget	5	1251396	s	0	43.0	n/a	n/a	6
1253.813	0.0	nontarget	5	1253813	x	0	42.0	n/a	n/a	6
1256.196	0.0	nontarget	5	1256196	m	0	40.0	n/a	n/a	6
1258.379	0.0	nontarget	5	1258379	r	0	28.0	n/a	n/a	6
1260.579	0.0	nontarget	5	1260579	k	0	29.0	n/a	n/a	6
1262.629	0.0	nontarget	5	1262629	y	0	20.0	n/a	n/a	6
1264.846	0.0	nontarget	5	1264846	ä	0	30.0	n/a	n/a	6
1266.996	0.0	nontarget	5	1266996	d	0	26.0	n/a	n/a	6
1269.262	0.0	nontarget	5	1269262	k	0	33.0	n/a	n/a	6
1271.812	0.0	target	6	1271812	t	1	50.0	1	0.430098	6
1272.112	0.5	BAD keypress	2	1272112	n/a	n/a	n/a	n/a	n/a	n/a
1272.362	0.0	keypress	4	1272362	n/a	n/a	n/a	n/a	n/a	n/a
1274.112	0.0	nontarget	5	1274112	n	0	46.0	n/a	n/a	6
1276.395	0.0	nontarget	5	1276395	w	0	34.0	n/a	n/a	6
1278.679	0.0	target	6	1278679	ä	1	34.0	1	0.3793015	6
1278.929	0.5	BAD keypress	2	1278929	n/a	n/a	n/a	n/a	n/a	n/a
1279.179	0.0	keypress	4	1279179	n/a	n/a	n/a	n/a	n/a	n/a
1280.862	0.0	nontarget	5	1280862	h	0	42.0	n/a	n/a	6
1283.162	0.0	nontarget	5	1283162	s	0	35.0	n/a	n/a	6
1285.712	0.0	target	6	1285712	h	1	50.0	1	0.3697821	6
1285.928	0.5	BAD keypress	2	1285928	n/a	n/a	n/a	n/a	n/a	n/a
1286.178	0.0	keypress	4	1286178	n/a	n/a	n/a	n/a	n/a	n/a
1287.395	0.0	nontarget	5	1287395	d	0	14.0	n/a	n/a	6
1289.795	0.0	nontarget	5	1289795	p	0	41.0	n/a	n/a	6
1292.211	0.0	nontarget	5	1292211	ß	0	42.0	n/a	n/a	6
1294.161	0.0	nontarget	5	1294161	w	0	14.0	n/a	n/a	6
1296.594	0.0	nontarget	5	1296594	z	0	43.0	n/a	n/a	6
1299.128	0.0	nontarget	5	1299128	q	0	49.0	n/a	n/a	6
1301.628	0.0	nontarget	5	1301628	p	0	47.0	n/a	n/a	6
1303.711	0.0	target	6	1303711	m	1	22.0	1	0.4333714	6
1303.978	0.5	BAD keypress	2	1303978	n/a	n/a	n/a	n/a	n/a	n/a
1304.228	0.0	keypress	4	1304228	n/a	n/a	n/a	n/a	n/a	n/a
1305.444	0.0	nontarget	5	1305444	m	0	14.0	n/a	n/a	6
1307.711	0.0	nontarget	5	1307711	l	0	33.0	n/a	n/a	6
1309.777	0.0	target	6	1309777	y	1	21.0	1	0.4945556	6
1310.161	0.5	BAD keypress	2	1310161	n/a	n/a	n/a	n/a	n/a	n/a
1310.411	0.0	keypress	4	1310411	n/a	n/a	n/a	n/a	n/a	n/a
1312.027	0.0	nontarget	5	1312027	y	0	38.0	n/a	n/a	6
1314.144	0.0	nontarget	5	1314144	m	0	24.0	n/a	n/a	6
1316.627	0.0	target	6	1316627	b	1	46.0	1	0.4283222	6
1316.977	0.5	BAD keypress	2	1316977	n/a	n/a	n/a	n/a	n/a	n/a
1317.227	0.0	keypress	4	1317227	n/a	n/a	n/a	n/a	n/a	n/a
1318.643	0.0	target	6	1318643	ä	1	26.0	1	0.4116316	6
1318.944	0.5	BAD keypress	2	1318944	n/a	n/a	n/a	n/a	n/a	n/a
1319.194	0.0	keypress	4	1319194	n/a	n/a	n/a	n/a	n/a	n/a
1320.543	0.0	nontarget	5	1320543	x	0	22.0	n/a	n/a	6
1322.91	0.0	nontarget	5	1322910	a	0	39.0	n/a	n/a	6
1325.077	0.0	target	6	1325077	t	1	27.0	1	0.4101066	6
1325.36	0.5	BAD keypress	2	1325360	n/a	n/a	n/a	n/a	n/a	n/a
1325.61	0.0	keypress	4	1325610	n/a	n/a	n/a	n/a	n/a	n/a
1327.076	0.0	nontarget	5	1327076	z	0	29.0	n/a	n/a	6
1329.043	0.0	nontarget	5	1329043	ü	0	15.0	n/a	n/a	6
1330.143	26.2320000000002	BAD_break	3	1330143	n/a	n/a	n/a	n/a	n/a	n/a
1356.875	0.0	nontarget	5	1356875	o	0	31.0	n/a	n/a	7
1359.158	0.0	nontarget	5	1359158	ä	0	34.0	n/a	n/a	7
1361.708	0.0	nontarget	5	1361708	m	0	50.0	n/a	n/a	7
1363.958	0.0	nontarget	5	1363958	ö	0	32.0	n/a	n/a	7
1366.275	0.0	nontarget	5	1366275	s	0	36.0	n/a	n/a	7
1368.775	0.0	nontarget	5	1368775	c	0	47.0	n/a	n/a	7
1371.025	0.0	target	6	1371025	m	1	32.0	1	0.4750368	7
1371.391	0.5	BAD keypress	2	1371391	n/a	n/a	n/a	n/a	n/a	n/a
1371.641	0.0	keypress	4	1371641	n/a	n/a	n/a	n/a	n/a	n/a
1372.958	0.0	nontarget	5	1372958	n	0	20.0	n/a	n/a	7
1375.291	0.0	nontarget	5	1375291	p	0	37.0	n/a	n/a	7
1377.708	0.0	nontarget	5	1377708	c	0	42.0	n/a	n/a	7
1379.724	0.0	nontarget	5	1379724	ß	0	18.0	n/a	n/a	7
1381.757	0.0	target	6	1381757	b	1	19.0	1	0.3814808	7
1381.991	0.5	BAD keypress	2	1381991	n/a	n/a	n/a	n/a	n/a	n/a
1382.241	0.0	keypress	4	1382241	n/a	n/a	n/a	n/a	n/a	n/a
1383.991	0.0	nontarget	5	1383991	u	0	46.0	n/a	n/a	7
1386.274	0.0	nontarget	5	1386274	f	0	34.0	n/a	n/a	7
1388.624	0.0	nontarget	5	1388624	r	0	38.0	n/a	n/a	7
1390.874	0.0	nontarget	5	1390874	h	0	32.0	n/a	n/a	7
1393.424	0.0	nontarget	5	1393424	k	0	50.0	n/a	n/a	7
1395.423	0.0	nontarget	5	1395423	w	0	17.0	n/a	n/a	7
1397.64	0.0	nontarget	5	1397640	ß	0	30.0	n/a	n/a	7
1399.857	0.0	nontarget	5	1399857	v	0	30.0	n/a	n/a	7
1402.29	0.0	nontarget	5	1402290	r	0	43.0	n/a	n/a	7
1404.456	0.0	nontarget	5	1404456	ü	0	27.0	n/a	n/a	7
1406.59	0.0	nontarget	5	1406590	d	0	25.0	n/a	n/a	7
1408.923	0.0	nontarget	5	1408923	z	0	37.0	n/a	n/a	7
1411.373	0.0	target	6	1411373	n	1	44.0	1	0.3961367	7
1411.623	0.5	BAD keypress	2	1411623	n/a	n/a	n/a	n/a	n/a	n/a
1411.873	0.0	keypress	4	1411873	n/a	n/a	n/a	n/a	n/a	n/a
1413.089	0.0	nontarget	5	1413089	ü	0	14.0	n/a	n/a	7
1415.123	0.0	target	6	1415123	c	1	19.0	1	0.4220024	7
1415.406	0.5	BAD keypress	2	1415406	n/a	n/a	n/a	n/a	n/a	n/a
1415.656	0.0	keypress	4	1415656	n/a	n/a	n/a	n/a	n/a	n/a
1416.889	0.0	nontarget	5	1416889	ä	0	15.0	n/a	n/a	7
1419.089	0.0	nontarget	5	1419089	e	0	29.0	n/a	n/a	7
1421.456	0.0	nontarget	5	1421456	b	0	39.0	n/a	n/a	7
1423.856	0.0	target	6	1423856	h	1	41.0	1	0.3604455	7
1424.089	0.5	BAD keypress	2	1424089	n/a	n/a	n/a	n/a	n/a	n/a
1424.339	0.0	keypress	4	1424339	n/a	n/a	n/a	n/a	n/a	n/a
1426.105	0.0	nontarget	5	1426105	k	0	47.0	n/a	n/a	7
1428.139	0.0	nontarget	5	1428139	o	0	19.0	n/a	n/a	7
1430.472	0.0	nontarget	5	1430472	y	0	37.0	n/a	n/a	7
1432.572	0.0	nontarget	5	1432572	i	0	23.0	n/a	n/a	7
1435.022	0.0	nontarget	5	1435022	r	0	44.0	n/a	n/a	7
1437.305	0.0	nontarget	5	1437305	e	0	34.0	n/a	n/a	7
1439.272	0.0	target	6	1439272	p	1	15.0	1	0.4313456	7
1439.572	0.5	BAD keypress	2	1439572	n/a	n/a	n/a	n/a	n/a	n/a
1439.822	0.0	keypress	4	1439822	n/a	n/a	n/a	n/a	n/a	n/a
1441.238	0.0	nontarget	5	1441238	m	0	26.0	n/a	n/a	7
1443.538	0.0	nontarget	5	1443538	r	0	35.0	n/a	n/a	7
1445.838	0.0	nontarget	5	1445838	ä	0	35.0	n/a	n/a	7
1448.304	0.0	nontarget	5	1448304	a	0	45.0	n/a	n/a	7
1450.738	0.0	nontarget	5	1450738	e	0	43.0	n/a	n/a	7
1452.838	0.0	target	6	1452838	g	1	23.0	1	0.4004825	7
1453.088	0.5	BAD keypress	2	1453088	n/a	n/a	n/a	n/a	n/a	n/a
1453.338	0.0	keypress	4	1453338	n/a	n/a	n/a	n/a	n/a	n/a
1454.854	0.0	nontarget	5	1454854	h	0	32.0	n/a	n/a	7
1457.337	0.0	target	6	1457337	z	1	46.0	1	0.4283481	7
1457.638	0.5	BAD keypress	2	1457638	n/a	n/a	n/a	n/a	n/a	n/a
1457.888	0.0	keypress	4	1457888	n/a	n/a	n/a	n/a	n/a	n/a
1459.587	0.0	nontarget	5	1459587	x	0	43.0	n/a	n/a	7
1461.904	0.0	nontarget	5	1461904	i	0	36.0	n/a	n/a	7
1463.854	0.0	nontarget	5	1463854	m	0	14.0	n/a	n/a	7
1465.854	0.0	target	6	1465854	u	1	17.0	1	0.359455	7
1466.087	0.5	BAD keypress	2	1466087	n/a	n/a	n/a	n/a	n/a	n/a
1466.337	0.0	keypress	4	1466337	n/a	n/a	n/a	n/a	n/a	n/a
1467.837	0.0	nontarget	5	1467837	q	0	30.0	n/a	n/a	7
1470.22	0.0	target	6	1470220	i	1	40.0	1	0.4406411	7
1470.554	0.5	BAD keypress	2	1470554	n/a	n/a	n/a	n/a	n/a	n/a
1470.804	0.0	keypress	4	1470804	n/a	n/a	n/a	n/a	n/a	n/a
1472.287	0.0	nontarget	5	1472287	g	0	30.0	n/a	n/a	7
1474.537	0.0	target	6	1474537	r	1	32.0	1	0.3959556	7
1474.787	0.5	BAD keypress	2	1474787	n/a	n/a	n/a	n/a	n/a	n/a
1475.037	0.0	keypress	4	1475037	n/a	n/a	n/a	n/a	n/a	n/a
1476.503	0.0	nontarget	5	1476503	d	0	29.0	n/a	n/a	7
1478.87	0.0	nontarget	5	1478870	j	0	39.0	n/a	n/a	7
1481.203	0.0	nontarget	5	1481203	ä	0	37.0	n/a	n/a	7
1483.62	0.0	nontarget	5	1483620	y	0	42.0	0	0.3363509	7
1483.62	1.0	BAD incorrect	1	1483620	y	0	42.0	0	0.3363509	7
1483.82	0.5	BAD keypress	2	1483820	n/a	n/a	n/a	n/a	n/a	n/a
1484.07	0.0	keypress	4	1484070	n/a	n/a	n/a	n/a	n/a	n/a
1486.103	0.0	nontarget	5	1486103	s	0	32.0	n/a	n/a	7
1488.203	0.0	nontarget	5	1488203	o	0	23.0	n/a	n/a	7
1490.436	0.0	nontarget	5	1490436	q	0	31.0	n/a	n/a	7
1492.736	0.0	nontarget	5	1492736	z	0	35.0	n/a	n/a	7
1494.769	0.0	nontarget	5	1494769	t	0	19.0	n/a	n/a	7
1497.269	0.0	nontarget	5	1497269	ä	0	47.0	n/a	n/a	7
1499.436	0.0	nontarget	5	1499436	ü	0	27.0	n/a	n/a	7
1501.985	0.0	nontarget	5	1501985	a	0	50.0	n/a	n/a	7
1503.085	20.03300000000013	BAD_break	3	1503085	n/a	n/a	n/a	n/a	n/a	n/a
1523.618	0.0	nontarget	5	1523618	ö	0	17.0	n/a	n/a	8
1526.068	0.0	target	6	1526068	c	1	44.0	1	0.4613505	8
1526.368	0.5	BAD keypress	2	1526368	n/a	n/a	n/a	n/a	n/a	n/a
1526.618	0.0	keypress	4	1526618	n/a	n/a	n/a	n/a	n/a	n/a
1528.368	0.0	nontarget	5	1528368	s	0	45.0	n/a	n/a	8
1530.318	0.0	nontarget	5	1530318	j	0	14.0	n/a	n/a	8
1532.267	0.0	nontarget	5	1532267	ß	0	14.0	n/a	n/a	8
1534.451	0.0	nontarget	5	1534451	t	0	28.0	n/a	n/a	8
1536.951	0.0	nontarget	5	1536951	ü	0	47.0	n/a	n/a	8
1539.351	0.0	nontarget	5	1539351	w	0	41.0	n/a	n/a	8
1541.4	0.0	nontarget	5	1541400	ä	0	20.0	n/a	n/a	8
1543.634	0.0	nontarget	5	1543634	m	0	31.0	n/a	n/a	8
1545.584	0.0	nontarget	5	1545584	e	0	14.0	n/a	n/a	8
1547.9	0.0	nontarget	5	1547900	q	0	36.0	n/a	n/a	8
1549.917	0.0	nontarget	5	1549917	z	0	18.0	n/a	n/a	8
1552.4	0.0	nontarget	5	1552400	u	0	46.0	n/a	n/a	8
1554.517	0.0	target	6	1554517	w	1	24.0	1	0.4426603	8
1554.833	0.5	BAD keypress	2	1554833	n/a	n/a	n/a	n/a	n/a	n/a
1555.083	0.0	keypress	4	1555083	n/a	n/a	n/a	n/a	n/a	n/a
1556.3	0.0	target	6	1556300	j	1	14.0	1	0.5312704	8
1556.667	0.5	BAD keypress	2	1556667	n/a	n/a	n/a	n/a	n/a	n/a
1556.917	0.0	keypress	4	1556917	n/a	n/a	n/a	n/a	n/a	n/a
1558.166	0.0	nontarget	5	1558166	ö	0	16.0	n/a	n/a	8
1560.366	0.0	nontarget	5	1560366	y	0	29.0	n/a	n/a	8
1562.55	0.0	nontarget	5	1562550	b	0	28.0	n/a	n/a	8
1564.566	0.0	nontarget	5	1564566	a	0	18.0	n/a	n/a	8
1566.983	0.0	nontarget	5	1566983	e	0	42.0	n/a	n/a	8
1569.049	0.0	target	6	1569049	l	1	21.0	1	0.4849117	8
1569.383	0.5	BAD keypress	2	1569383	n/a	n/a	n/a	n/a	n/a	n/a
1569.633	0.0	keypress	4	1569633	n/a	n/a	n/a	n/a	n/a	n/a
1571.282	0.0	nontarget	5	1571282	ö	0	40.0	n/a	n/a	8
1573.432	0.0	nontarget	5	1573432	u	0	26.0	n/a	n/a	8
1575.849	0.0	target	6	1575849	v	1	42.0	1	0.3727981	8
1576.082	0.5	BAD keypress	2	1576082	n/a	n/a	n/a	n/a	n/a	n/a
1576.332	0.0	keypress	4	1576332	n/a	n/a	n/a	n/a	n/a	n/a
1577.999	0.0	target	6	1577999	s	1	41.0	1	0.3508375	8
1578.232	0.5	BAD keypress	2	1578232	n/a	n/a	n/a	n/a	n/a	n/a
1578.482	0.0	keypress	4	1578482	n/a	n/a	n/a	n/a	n/a	n/a
1579.999	0.0	nontarget	5	1579999	p	0	32.0	n/a	n/a	8
1582.032	0.0	nontarget	5	1582032	e	0	19.0	n/a	n/a	8
1584.265	0.0	nontarget	5	1584265	f	0	31.0	n/a	n/a	8
1586.248	0.0	nontarget	5	1586248	t	0	16.0	n/a	n/a	8
1588.365	0.0	nontarget	5	1588365	w	0	24.0	n/a	n/a	8
1590.598	0.0	nontarget	5	1590598	h	0	31.0	n/a	n/a	8
1593.098	0.0	target	6	1593098	o	1	47.0	1	0.4664005	8
1593.415	0.5	BAD keypress	2	1593415	n/a	n/a	n/a	n/a	n/a	n/a
1593.665	0.0	keypress	4	1593665	n/a	n/a	n/a	n/a	n/a	n/a
1594.881	0.0	nontarget	5	1594881	e	0	14.0	n/a	n/a	8
1596.898	0.0	nontarget	5	1596898	l	0	18.0	n/a	n/a	8
1599.265	0.0	nontarget	5	1599265	n	0	39.0	n/a	n/a	8
1601.614	0.0	nontarget	5	1601614	ä	0	38.0	n/a	n/a	8
1603.714	0.0	target	6	1603714	d	1	23.0	1	0.441499	8
1603.998	0.5	BAD keypress	2	1603998	n/a	n/a	n/a	n/a	n/a	n/a
1604.248	0.0	keypress	4	1604248	n/a	n/a	n/a	n/a	n/a	n/a
1605.781	0.0	nontarget	5	1605781	s	0	33.0	n/a	n/a	8
1608.314	0.0	nontarget	5	1608314	f	0	49.0	n/a	n/a	8
1610.431	0.0	nontarget	5	1610431	e	0	24.0	n/a	n/a	8
1612.597	0.0	nontarget	5	1612597	x	0	27.0	n/a	n/a	8
1615.014	0.0	nontarget	5	1615014	p	0	42.0	n/a	n/a	8
1617.23	0.0	nontarget	5	1617230	ä	0	30.0	n/a	n/a	8
1619.63	0.0	target	6	1619630	r	1	41.0	1	0.4125097	8
1619.897	0.5	BAD keypress	2	1619897	n/a	n/a	n/a	n/a	n/a	n/a
1620.147	0.0	keypress	4	1620147	n/a	n/a	n/a	n/a	n/a	n/a
1621.564	0.0	target	6	1621564	j	1	26.0	1	0.4630781	8
1621.897	0.5	BAD keypress	2	1621897	n/a	n/a	n/a	n/a	n/a	n/a
1622.147	0.0	keypress	4	1622147	n/a	n/a	n/a	n/a	n/a	n/a
1623.714	0.0	nontarget	5	1623714	y	0	35.0	n/a	n/a	8
1626.263	0.0	nontarget	5	1626263	t	0	50.0	n/a	n/a	8
1628.48	0.0	nontarget	5	1628480	o	0	30.0	n/a	n/a	8
1630.93	0.0	nontarget	5	1630930	f	0	44.0	n/a	n/a	8
1633.43	0.0	nontarget	5	1633430	j	0	47.0	n/a	n/a	8
1635.796	0.0	nontarget	5	1635796	n	0	39.0	n/a	n/a	8
1637.913	0.0	nontarget	5	1637913	p	0	24.0	n/a	n/a	8
1640.096	0.0	nontarget	5	1640096	f	0	28.0	n/a	n/a	8
1642.546	0.0	nontarget	5	1642546	ä	0	44.0	n/a	n/a	8
1644.679	0.0	nontarget	5	1644679	r	0	25.0	n/a	n/a	8
1646.946	0.0	nontarget	5	1646946	ß	0	33.0	n/a	n/a	8
1649.362	0.0	nontarget	5	1649362	j	0	42.0	n/a	n/a	8
1651.662	0.0	nontarget	5	1651662	ö	0	35.0	n/a	n/a	8
1653.629	0.0	target	6	1653629	w	1	15.0	1	0.4755505	8
