onset	duration	trial_type	InstructionToButtonTime	InstructionToToneTime
760.63	0.5	Audio	n/a	n/a
760.63	0.5	AudioInstruction	3.17999999999995	4.009999999999991
760.63	0.5	AudioYouCanChoose	n/a	n/a
763.16	0.0	Map2	n/a	n/a
763.81	0.0	AgentNoShock	n/a	n/a
763.6099999999999	1.5	WitnessNoShock	n/a	n/a
764.64	0.2	AudioTone	n/a	n/a
764.64	0.2	Audio	n/a	n/a
764.64	0.0	LogNoShock	n/a	n/a
764.64	0.2	AudioTone	n/a	n/a
764.65	8.049999999999955	RatingScale	n/a	n/a
772.8	0.0	FixationCross	n/a	n/a
774.3599999999999	0.0	FixationCross	n/a	n/a
778.16	0.5	AudioInstruction	3.169999999999959	3.699999999999932
778.16	0.5	AudioYouCanChoose	n/a	n/a
778.16	0.5	Audio	n/a	n/a
780.6899999999999	0.0	Map2	n/a	n/a
781.3299999999999	0.0	AgentNoShock	n/a	n/a
781.1299999999999	1.5	WitnessNoShock	n/a	n/a
781.8599999999999	0.2	AudioTone	n/a	n/a
781.8599999999999	0.0	LogNoShock	n/a	n/a
781.8599999999999	0.2	AudioTone	n/a	n/a
781.8599999999999	0.2	Audio	n/a	n/a
781.8699999999999	9.050000000000068	RatingScale	n/a	n/a
791.02	0.0	FixationCross	n/a	n/a
792.8399999999999	0.0	FixationCross	n/a	n/a
793.04	0.5	Audio	n/a	n/a
793.04	0.5	AudioYouCanChoose	n/a	n/a
793.04	0.5	AudioInstruction	3.1100000000000136	3.939999999999941
795.56	0.0	Map1	n/a	n/a
796.15	0.0	Button	n/a	n/a
796.15	0.0	AgentNoShock	n/a	n/a
796.7799999999999	1.5	WitnessNoShock	n/a	n/a
796.9799999999999	0.0	LogNoShock	n/a	n/a
796.9799999999999	0.2	Audio	n/a	n/a
796.9799999999999	0.2	AudioTone	n/a	n/a
796.9899999999999	8.040000000000077	RatingScale	n/a	n/a
805.14	0.0	FixationCross	n/a	n/a
806.3	0.0	FixationCross	n/a	n/a
813.0999999999999	0.5	AudioInstruction	3.2700000000000955	3.800000000000068
813.0999999999999	0.5	Audio	n/a	n/a
813.0999999999999	0.5	AudioYouCanChoose	n/a	n/a
815.63	0.0	Map2	n/a	n/a
816.37	0.0	AgentNoShock	n/a	n/a
816.17	1.5	WitnessNoShock	n/a	n/a
816.9	0.2	AudioTone	n/a	n/a
816.9	0.2	AudioTone	n/a	n/a
816.9	0.0	LogNoShock	n/a	n/a
816.9	0.2	Audio	n/a	n/a
816.91	8.039999999999964	RatingScale	n/a	n/a
825.06	0.0	FixationCross	n/a	n/a
826.7299999999999	0.0	FixationCross	n/a	n/a
827.53	0.5	AudioYouCanChoose	n/a	n/a
827.53	0.5	AudioInstruction	3.189999999999941	3.42999999999995
827.53	0.5	Audio	n/a	n/a
830.06	0.0	Map2	n/a	n/a
830.7199999999999	0.0	AgentNoShock	n/a	n/a
830.5199999999999	1.5	WitnessNoShock	n/a	n/a
830.9599999999999	0.2	AudioTone	n/a	n/a
830.9599999999999	0.2	Audio	n/a	n/a
830.9599999999999	0.0	LogNoShock	n/a	n/a
830.9599999999999	0.2	AudioTone	n/a	n/a
830.9699999999999	10.050000000000068	RatingScale	n/a	n/a
841.13	0.0	FixationCross	n/a	n/a
842.53	0.0	FixationCross	n/a	n/a
846.93	0.5	AudioInstruction	3.1000000000000227	3.330000000000041
846.93	0.5	AudioYouCanChoose	n/a	n/a
846.93	0.5	Audio	n/a	n/a
849.4499999999999	0.0	Map1	n/a	n/a
850.03	0.0	Button	n/a	n/a
850.03	0.0	AgentNoShock	n/a	n/a
850.06	1.5	WitnessNoShock	n/a	n/a
850.26	0.2	Audio	n/a	n/a
850.26	0.2	AudioTone	n/a	n/a
850.26	0.0	LogNoShock	n/a	n/a
850.27	8.039999999999964	RatingScale	n/a	n/a
858.42	0.0	FixationCross	n/a	n/a
859.8	0.0	FixationCross	n/a	n/a
861.8	0.5	Audio	n/a	n/a
861.8	0.5	AudioYouCanChoose	n/a	n/a
861.8	0.5	AudioInstruction	3.2000000000000455	3.730000000000018
864.3199999999999	0.0	Map1	n/a	n/a
865.0	0.0	Button	n/a	n/a
865.0	0.0	AgentNoShock	n/a	n/a
865.3299999999999	1.5	WitnessNoShock	n/a	n/a
865.53	0.2	AudioTone	n/a	n/a
865.53	0.2	AudioTone	n/a	n/a
865.53	0.0	LogNoShock	n/a	n/a
865.54	9.049999999999955	RatingScale	n/a	n/a
874.6999999999999	0.0	FixationCross	n/a	n/a
876.3199999999999	0.0	FixationCross	n/a	n/a
881.3199999999999	0.5	Audio	n/a	n/a
881.3199999999999	0.5	AudioInstruction	3.1200000000000045	3.9500000000000455
881.3199999999999	0.5	AudioYouCanChoose	n/a	n/a
883.8399999999999	0.0	Map2	n/a	n/a
884.4399999999999	0.0	AgentNoShock	n/a	n/a
884.2399999999999	1.5	WitnessNoShock	n/a	n/a
885.27	0.2	AudioTone	n/a	n/a
885.27	0.2	AudioTone	n/a	n/a
885.27	0.0	LogNoShock	n/a	n/a
885.27	0.2	Audio	n/a	n/a
885.28	11.049999999999955	RatingScale	n/a	n/a
896.43	0.0	FixationCross	n/a	n/a
898.3399999999999	0.0	FixationCross	n/a	n/a
898.54	0.5	Audio	n/a	n/a
898.54	0.5	AudioYouCanChoose	n/a	n/a
898.54	0.5	AudioInstruction	3.189999999999941	4.019999999999982
901.0699999999999	0.0	Map1	n/a	n/a
901.7299999999999	0.0	AgentNoShock	n/a	n/a
901.5299999999999	1.5	WitnessNoShock	n/a	n/a
902.56	0.2	AudioTone	n/a	n/a
902.56	0.0	LogNoShock	n/a	n/a
902.56	0.2	AudioTone	n/a	n/a
902.56	0.2	Audio	n/a	n/a
902.5699999999999	11.050000000000068	RatingScale	n/a	n/a
913.7199999999999	0.0	FixationCross	n/a	n/a
914.9599999999999	0.0	FixationCross	n/a	n/a
916.9599999999999	0.5	AudioInstruction	3.1499999999999773	3.3799999999999955
916.9599999999999	0.5	Audio	n/a	n/a
916.9599999999999	0.5	AudioYouCanChoose	n/a	n/a
919.49	0.0	Map1	n/a	n/a
920.1099999999999	0.0	AgentNoShock	n/a	n/a
919.9099999999999	1.5	WitnessNoShock	n/a	n/a
920.3399999999999	0.2	AudioTone	n/a	n/a
920.3399999999999	0.2	AudioTone	n/a	n/a
920.3399999999999	0.2	Audio	n/a	n/a
920.3399999999999	0.0	LogNoShock	n/a	n/a
920.3499999999999	11.050000000000068	RatingScale	n/a	n/a
931.5	0.0	FixationCross	n/a	n/a
933.2299999999999	0.0	FixationCross	n/a	n/a
934.03	0.5	Audio	n/a	n/a
934.03	0.5	AudioInstruction	3.2799999999999727	3.8099999999999454
934.03	0.5	AudioYouCanChoose	n/a	n/a
936.55	0.0	Map1	n/a	n/a
937.31	0.0	AgentNoShock	n/a	n/a
937.1099999999999	1.5	WitnessNoShock	n/a	n/a
937.8399999999999	0.0	LogNoShock	n/a	n/a
937.8399999999999	0.2	Audio	n/a	n/a
937.8399999999999	0.2	AudioTone	n/a	n/a
937.8399999999999	0.2	AudioTone	n/a	n/a
937.8499999999999	9.050000000000068	RatingScale	n/a	n/a
947.0	0.0	FixationCross	n/a	n/a
948.9499999999999	0.0	FixationCross	n/a	n/a
953.3499999999999	0.5	Audio	n/a	n/a
953.3499999999999	0.5	AudioYouCanChoose	n/a	n/a
953.3499999999999	0.5	AudioInstruction	3.1200000000000045	3.650000000000091
955.87	0.0	Map1	n/a	n/a
956.4699999999999	0.0	Button	n/a	n/a
956.4699999999999	0.0	AgentNoShock	n/a	n/a
956.8	1.5	WitnessNoShock	n/a	n/a
957.0	0.0	LogNoShock	n/a	n/a
957.0	0.2	Audio	n/a	n/a
957.0	0.2	AudioTone	n/a	n/a
957.01	11.039999999999964	RatingScale	n/a	n/a
968.16	0.0	FixationCross	n/a	n/a
969.4	0.0	FixationCross	n/a	n/a
970.1999999999999	0.5	AudioInstruction	3.310000000000059	3.5400000000000773
970.1999999999999	0.5	Audio	n/a	n/a
970.1999999999999	0.5	AudioYouCanChoose	n/a	n/a
972.7299999999999	0.0	Map2	n/a	n/a
973.51	0.0	AgentNoShock	n/a	n/a
973.31	1.5	WitnessNoShock	n/a	n/a
973.74	0.0	LogNoShock	n/a	n/a
973.74	0.2	Audio	n/a	n/a
973.74	0.2	AudioTone	n/a	n/a
973.74	0.2	AudioTone	n/a	n/a
973.75	10.049999999999955	RatingScale	n/a	n/a
983.9	0.0	FixationCross	n/a	n/a
985.24	0.0	FixationCross	n/a	n/a
987.8399999999999	0.5	AudioYouCanChoose	n/a	n/a
987.8399999999999	0.5	Audio	n/a	n/a
987.8399999999999	0.5	AudioInstruction	3.1299999999999955	3.3600000000000136
990.3599999999999	0.0	Map2	n/a	n/a
990.9699999999999	0.0	AgentNoShock	n/a	n/a
990.7699999999999	1.5	WitnessNoShock	n/a	n/a
991.1999999999999	0.0	LogNoShock	n/a	n/a
991.1999999999999	0.2	Audio	n/a	n/a
991.1999999999999	0.2	AudioTone	n/a	n/a
991.1999999999999	0.2	AudioTone	n/a	n/a
991.2099999999999	10.040000000000077	RatingScale	n/a	n/a
1001.3599999999999	0.0	FixationCross	n/a	n/a
1002.8999999999999	0.0	FixationCross	n/a	n/a
1006.0999999999999	0.5	AudioYouCanChoose	n/a	n/a
1006.0999999999999	0.5	Audio	n/a	n/a
1006.0999999999999	0.5	AudioInstruction	3.2899999999999636	3.8199999999999363
1008.6199999999999	0.0	Map2	n/a	n/a
1009.3899999999999	0.0	Button	n/a	n/a
1009.3899999999999	0.0	AgentNoShock	n/a	n/a
1009.7199999999998	1.5	WitnessNoShock	n/a	n/a
1009.9199999999998	0.2	Audio	n/a	n/a
1009.9199999999998	0.2	AudioTone	n/a	n/a
1009.9199999999998	0.2	AudioTone	n/a	n/a
1009.9299999999998	11.040000000000191	RatingScale	n/a	n/a
1021.0799999999999	0.0	FixationCross	n/a	n/a
1023.01	0.0	FixationCross	n/a	n/a
1026.81	0.5	AudioInstruction	3.1400000000001	3.9700000000000273
1026.81	0.5	AudioYouCanChoose	n/a	n/a
1026.81	0.5	Audio	n/a	n/a
1029.34	0.0	Map2	n/a	n/a
1029.95	0.0	Button	n/a	n/a
1029.95	0.0	AgentNoShock	n/a	n/a
1030.58	1.5	WitnessNoShock	n/a	n/a
1030.78	0.0	LogNoShock	n/a	n/a
1030.78	0.2	AudioTone	n/a	n/a
1030.78	0.2	AudioTone	n/a	n/a
1030.79	8.049999999999955	RatingScale	n/a	n/a
1038.94	0.0	FixationCross	n/a	n/a
1040.49	0.0	FixationCross	n/a	n/a
1043.09	0.5	AudioYouCanChoose	n/a	n/a
1043.09	0.5	Audio	n/a	n/a
1043.09	0.5	AudioInstruction	3.1400000000001	3.9700000000000273
1045.61	0.0	Map2	n/a	n/a
1046.23	0.0	Button	n/a	n/a
1046.23	0.0	AgentNoShock	n/a	n/a
1046.86	1.5	WitnessNoShock	n/a	n/a
1047.06	0.2	Audio	n/a	n/a
1047.06	0.2	AudioTone	n/a	n/a
1047.06	0.2	AudioTone	n/a	n/a
1047.07	9.049999999999955	RatingScale	n/a	n/a
1056.23	13.599999999999909	RatingScale	n/a	n/a
1069.83	0.0	FixationCross	n/a	n/a
