onset	duration	trial_type	sample	value
616.732	0.64	Stand	154183	2
617.372	0.64	Stand	154343	2
618.652	0.64	Stand	154663	2
619.292	0.64	Stand	154823	2
619.932	0.64	Stand	154983	2
620.572	0.64	Large dev	155143	4
621.212	0.64	Stand	155303	2
621.852	0.64	Stand	155463	2
623.132	0.64	Stand	155783	2
623.772	0.64	Stand	155943	2
624.412	0.64	Stand	156103	2
625.052	0.64	Stand	156263	2
625.692	0.64	Inter dev	156423	6
626.332	0.64	Stand	156583	2
626.972	0.64	Stand	156743	2
628.252	0.64	Stand	157063	2
628.892	0.64	Stand	157223	2
629.532	0.64	Inter dev	157383	6
630.172	0.64	Stand	157543	2
630.812	0.64	Stand	157703	2
631.452	0.64	Stand	157863	2
632.092	0.64	Large dev	158023	4
632.732	0.64	Stand	158183	2
633.372	0.64	Stand	158343	2
634.012	0.64	Stand	158503	2
634.652	0.64	Large dev	158663	4
635.292	0.64	Stand	158823	2
635.932	0.64	Stand	158983	2
637.212	0.64	Stand	159303	2
637.852	0.64	Large dev	159463	4
638.492	0.64	Stand	159623	2
639.132	0.64	Stand	159783	2
640.412	0.64	Stand	160103	2
641.052	0.64	Stand	160263	2
641.692	0.64	Stand	160423	2
642.332	0.64	Stand	160583	2
642.972	0.64	Large dev	160743	4
643.612	0.64	Stand	160903	2
644.252	0.64	Stand	161063	2
645.532	0.64	Stand	161383	2
646.172	0.64	Stand	161543	2
646.812	0.64	Stand	161703	2
647.452	0.64	Stand	161863	2
648.092	0.64	Inter dev	162023	6
648.732	0.64	Stand	162183	2
649.372	0.64	Stand	162343	2
650.012	0.64	Stand	162503	2
650.652	0.64	Stand	162663	2
651.932	0.64	Stand	162983	2
652.572	0.64	Large dev	163143	4
653.212	0.64	Stand	163303	2
653.852	0.64	Stand	163463	2
654.492	0.64	Large dev	163623	4
655.132	0.64	Stand	163783	2
655.772	0.64	Stand	163943	2
657.052	0.64	Stand	164263	2
657.692	0.64	Stand	164423	2
658.332	0.64	Large dev	164583	4
658.972	0.64	Stand	164743	2
659.612	0.64	Stand	164903	2
660.252	0.64	Stand	165063	2
661.532	0.64	Stand	165383	2
662.172	0.64	Stand	165543	2
662.812	0.64	Large dev	165703	4
663.452	0.64	Stand	165863	2
664.092	0.64	Stand	166023	2
664.732	0.64	Stand	166183	2
665.372	0.64	Stand	166343	2
666.012	0.64	Inter dev	166503	6
666.652	0.64	Stand	166663	2
667.292	0.64	Large dev	166823	4
667.932	0.64	Stand	166983	2
668.572	0.64	Stand	167143	2
669.852	0.64	Stand	167463	2
670.492	0.64	Stand	167623	2
671.132	0.64	Stand	167783	2
671.772	0.64	Inter dev	167943	6
672.412	0.64	Stand	168103	2
673.052	0.64	Stand	168263	2
673.692	0.64	Stand	168423	2
674.972	0.64	Stand	168743	2
675.612	0.64	Inter dev	168903	6
676.252	0.64	Stand	169063	2
676.892	0.64	Stand	169223	2
677.532	0.64	Inter dev	169383	6
678.172	0.64	Stand	169543	2
678.812	0.64	Stand	169703	2
680.092	0.64	Stand	170023	2
680.732	0.64	Stand	170183	2
681.372	0.64	Stand	170343	2
682.012	0.64	Large dev	170503	4
682.652	0.64	Stand	170663	2
683.292	0.64	Stand	170823	2
683.932	0.64	Stand	170983	2
685.212	0.64	Stand	171303	2
685.852	0.64	Stand	171463	2
686.492	0.64	Inter dev	171623	6
687.132	0.64	Stand	171783	2
687.772	0.64	Stand	171943	2
688.412	0.64	Inter dev	172103	6
689.052	0.64	Stand	172263	2
689.692	0.64	Stand	172423	2
690.332	0.64	Stand	172583	2
690.972	0.64	Stand	172743	2
691.612	0.64	Large dev	172903	4
692.252	0.64	Stand	173063	2
692.892	0.64	Stand	173223	2
694.172	0.64	Stand	173543	2
694.812	0.64	Stand	173703	2
695.452	0.64	Large dev	173863	4
696.092	0.64	Stand	174023	2
696.732	0.64	Stand	174183	2
697.372	0.64	Stand	174343	2
698.012	0.64	Large dev	174503	4
698.652	0.64	Stand	174663	2
699.292	0.64	Stand	174823	2
699.932	0.64	Stand	174983	2
700.572	0.64	Stand	175143	2
701.212	0.64	Inter dev	175303	6
701.852	0.64	Stand	175463	2
703.132	0.64	Stand	175783	2
703.772	0.64	Stand	175943	2
704.412	0.64	Stand	176103	2
705.052	0.64	Stand	176263	2
705.692	0.64	Inter dev	176423	6
706.332	0.64	Stand	176583	2
706.972	0.64	Stand	176743	2
707.612	0.64	Stand	176903	2
708.252	0.64	Large dev	177063	4
708.892	0.64	Stand	177223	2
709.532	0.64	Stand	177383	2
710.172	0.64	Inter dev	177543	6
710.812	0.64	Stand	177703	2
711.452	0.64	Stand	177863	2
712.092	0.64	Stand	178023	2
712.732	0.64	Inter dev	178183	6
713.372	0.64	Stand	178343	2
714.652	0.64	Stand	178663	2
715.292	0.64	Stand	178823	2
715.932	0.64	Stand	178983	2
716.572	0.64	Large dev	179143	4
717.212	0.64	Stand	179303	2
717.852	0.64	Stand	179463	2
718.492	0.64	Stand	179623	2
719.132	0.64	Inter dev	179783	6
719.772	0.64	Stand	179943	2
720.412	0.64	Stand	180103	2
721.052	0.64	Stand	180263	2
721.692	0.64	Stand	180423	2
722.332	0.64	Large dev	180583	4
722.972	0.64	Stand	180743	2
723.612	0.64	Stand	180903	2
724.892	0.64	Stand	181223	2
725.532	0.64	Stand	181383	2
726.172	0.64	Inter dev	181543	6
726.812	0.64	Stand	181703	2
728.092	0.64	Stand	182023	2
728.732	0.64	Stand	182183	2
729.372	0.64	Stand	182343	2
730.012	0.64	Inter dev	182503	6
730.652	0.64	Stand	182663	2
731.292	0.64	Stand	182823	2
731.932	0.64	Stand	182983	2
733.212	0.64	Stand	183303	2
733.852	0.64	Stand	183463	2
734.492	0.64	Inter dev	183623	6
735.132	0.64	Stand	183783	2
735.772	0.64	Stand	183943	2
736.412	0.64	Large dev	184103	4
737.052	0.64	Stand	184263	2
738.332	0.64	Stand	184583	2
738.972	0.64	Stand	184743	2
739.612	0.64	Stand	184903	2
740.252	0.64	Inter dev	185063	6
740.892	0.64	Stand	185223	2
741.532	0.64	Stand	185383	2
742.812	0.64	Stand	185703	2
743.452	0.64	Large dev	185863	4
744.092	0.64	Stand	186023	2
744.732	0.64	Stand	186183	2
745.372	0.64	Stand	186343	2
746.012	0.64	Stand	186503	2
747.292	0.64	Stand	186823	2
747.932	0.64	Large dev	186983	4
748.572	0.64	Stand	187143	2
749.212	0.64	Stand	187303	2
749.852	0.64	Stand	187463	2
751.132	0.64	Stand	187783	2
751.772	0.64	Stand	187943	2
752.412	0.64	Large dev	188103	4
753.052	0.64	Stand	188263	2
753.692	0.64	Stand	188423	2
754.332	0.64	Inter dev	188583	6
754.972	0.64	Stand	188743	2
755.612	0.64	Stand	188903	2
756.252	0.64	Stand	189063	2
757.532	0.64	Stand	189383	2
758.172	0.64	Large dev	189543	4
758.812	0.64	Stand	189703	2
759.452	0.64	Stand	189863	2
760.092	0.64	Stand	190023	2
760.732	0.64	Stand	190183	2
761.372	0.64	Inter dev	190343	6
762.012	0.64	Stand	190503	2
762.652	0.64	Stand	190663	2
763.292	0.64	Inter dev	190823	6
763.932	0.64	Stand	190983	2
764.572	0.64	Stand	191143	2
765.852	0.64	Stand	191463	2
766.492	0.64	Stand	191623	2
767.132	0.64	Stand	191783	2
767.772	0.64	Large dev	191943	4
768.412	0.64	Stand	192103	2
769.052	0.64	Stand	192263	2
770.332	0.64	Stand	192583	2
770.972	0.64	Stand	192743	2
771.612	0.64	Stand	192903	2
772.252	0.64	Stand	193063	2
772.892	0.64	Large dev	193223	4
773.532	0.64	Stand	193383	2
774.172	0.64	Stand	193543	2
774.812	0.64	Stand	193703	2
775.452	0.64	Inter dev	193863	6
776.092	0.64	Stand	194023	2
777.372	0.64	Stand	194343	2
778.012	0.64	Stand	194503	2
778.652	0.64	Inter dev	194663	6
779.292	0.64	Stand	194823	2
779.932	0.64	Stand	194983	2
780.572	0.64	Stand	195143	2
781.852	0.64	Stand	195463	2
782.492	0.64	Stand	195623	2
783.132	0.64	Inter dev	195783	6
783.772	0.64	Stand	195943	2
784.412	0.64	Stand	196103	2
785.052	0.64	Stand	196263	2
785.692	0.64	Large dev	196423	4
786.332	0.64	Stand	196583	2
786.972	0.64	Stand	196743	2
787.612	0.64	Inter dev	196903	6
788.252	0.64	Stand	197063	2
788.892	0.64	Stand	197223	2
790.172	0.64	Stand	197543	2
790.812	0.64	Stand	197703	2
791.452	0.64	Stand	197863	2
792.092	0.64	Stand	198023	2
793.372	0.64	Stand	198343	2
794.012	0.64	Stand	198503	2
794.652	0.64	Stand	198663	2
795.292	0.64	Large dev	198823	4
795.932	0.64	Stand	198983	2
796.572	0.64	Stand	199143	2
797.852	0.64	Stand	199463	2
798.492	0.64	Stand	199623	2
799.132	0.64	Inter dev	199783	6
799.772	0.64	Stand	199943	2
800.412	0.64	Stand	200103	2
801.052	0.64	Stand	200263	2
801.692	0.64	Inter dev	200423	6
802.332	0.64	Stand	200583	2
802.972	0.64	Stand	200743	2
804.252	0.64	Stand	201063	2
804.892	0.64	Stand	201223	2
805.532	0.64	Large dev	201383	4
806.172	0.64	Stand	201543	2
806.812	0.64	Stand	201703	2
807.452	0.64	Stand	201863	2
808.092	0.64	Inter dev	202023	6
808.732	0.64	Stand	202183	2
809.372	0.64	Stand	202343	2
810.012	0.64	Inter dev	202503	6
810.652	0.64	Stand	202663	2
811.292	0.64	Stand	202823	2
812.572	0.64	Stand	203143	2
813.212	0.64	Inter dev	203303	6
813.852	0.64	Stand	203463	2
814.492	0.64	Stand	203623	2
815.772	0.64	Stand	203943	2
816.412	0.64	Stand	204103	2
817.052	0.64	Stand	204263	2
817.692	0.64	Large dev	204423	4
818.332	0.64	Stand	204583	2
818.972	0.64	Stand	204743	2
819.016	0.64	Stand	204754	2
819.612	0.64	Stand	204903	2
820.252	0.64	Inter dev	205063	6
820.892	0.64	Stand	205223	2
822.172	0.64	Stand	205543	2
822.812	0.64	Stand	205703	2
