onset	duration	sample	value	gid
3043.8603515625	n/a	3116914	1312	1121
3043.8603515625	n/a	3116914	1311	1181
3060.7998046875	n/a	3134260	2120	0
3072.205078125	n/a	3145939	1312	1181
3072.205078125	n/a	3145939	1311	1040
3078.6953125	n/a	3152585	2110	0
3079.2861328125	n/a	3153190	1312	1040
3079.2861328125	n/a	3153190	1331	4020
3092.57421875	n/a	3166797	2120	0
3094.494140625	n/a	3168763	1332	4020
3094.494140625	n/a	3168763	1311	1135
3101.837890625	n/a	3176283	2110	0
3102.43359375	n/a	3176893	1312	1135
3102.43359375	n/a	3176893	1321	4009
3104.9453125	n/a	3179465	2120	0
3106.7421875	n/a	3181305	1322	4009
3106.7421875	n/a	3181305	1311	1245
3113.927734375	n/a	3188663	2110	0
3114.5166015625	n/a	3189266	1312	1245
3114.5166015625	n/a	3189266	1311	1232
3124.4287109375	n/a	3199416	2110	0
3125.015625	n/a	3200017	1312	1232
3125.015625	n/a	3200017	1311	1185
3130.9404296875	n/a	3206084	2110	0
3131.5263671875	n/a	3206684	1312	1185
3131.5263671875	n/a	3206684	1311	1209
3138.3720703125	n/a	3213694	2110	0
3138.9658203125	n/a	3214302	1312	1209
3138.9658203125	n/a	3214302	1321	4002
3146.7158203125	n/a	3222238	2120	0
3148.5439453125	n/a	3224110	1322	4002
3148.5439453125	n/a	3224110	1311	1070
3158.1474609375	n/a	3233944	2110	0
3158.7314453125	n/a	3234542	1312	1070
3158.7314453125	n/a	3234542	1311	1057
3172.4755859375	n/a	3248616	2110	0
3173.056640625	n/a	3249211	1312	1057
3173.056640625	n/a	3249211	1311	1204
3176.8427734375	n/a	3253088	2110	0
3177.4228515625	n/a	3253682	1312	1204
3177.4228515625	n/a	3253682	1311	1091
3188.685546875	n/a	3265215	2110	0
3189.2666015625	n/a	3265810	1312	1091
3189.2666015625	n/a	3265810	1321	4005
3191.3173828125	n/a	3267910	2120	0
3193.787109375	n/a	3270439	1322	4005
3193.787109375	n/a	3270439	1311	1184
3203.06640625	n/a	3279941	2110	0
3203.6484375	n/a	3280537	1312	1184
3203.6484375	n/a	3280537	1341	4039
3209.9296875	n/a	3286969	2120	0
3212.330078125	n/a	3289427	1342	4039
3212.330078125	n/a	3289427	1311	1154
3226.2333984375	n/a	3303664	2110	0
3226.8125	n/a	3304257	1312	1154
3226.8125	n/a	3304257	1311	1029
3237.0087890625	n/a	3314698	2120	0
3239.294921875	n/a	3317039	1312	1029
3239.294921875	n/a	3317039	1311	1042
3251.4033203125	n/a	3329438	2110	0
3251.986328125	n/a	3330035	1312	1042
3251.986328125	n/a	3330035	1311	1138
3262.439453125	n/a	3340739	2110	0
3263.0400390625	n/a	3341354	1312	1138
3263.0400390625	n/a	3341354	1351	4051
3275.3115234375	n/a	3353920	2120	0
3278.6787109375	n/a	3357368	1352	4051
3278.6787109375	n/a	3357368	1311	1197
3286.705078125	n/a	3365587	2110	0
3286.705078125	n/a	3365587	1312	1197
3286.705078125	n/a	3365587	1232	0
3286.705078125	n/a	3365587	1112	0
