onset	duration	sample	type	value	event
1216.558	0	1216559	STI101	5888	---
1216.559	0	1216560	STI101	5892	---
1216.559	0	1216560	STI003	5	---
1216.559	0	1216560	Trigger	4	Sound1 onset
1222.069	0	1222070	STI101	6144	---
1222.071	0	1222072	STI101	6152	---
1222.071	0	1222072	STI004	5	---
1222.071	0	1222072	Trigger	8	Sound2 onset
1227.186	0	1227187	STI101	16	Probe response
1227.186	0	1227187	STI005	5	---
1227.186	0	1227187	Trigger	16	Probe response
1227.763	0	1227764	STI101	6144	---
1229.408	0	1229409	STI101	2	Cue onset
1229.408	0	1229409	STI002	5	---
1229.408	0	1229409	Trigger	2	Cue onset
1234.779	0	1234780	STI101	5888	---
1234.781	0	1234782	STI101	5892	---
1234.781	0	1234782	STI003	5	---
1234.781	0	1234782	Trigger	4	Sound1 onset
1240.762	0	1240763	STI101	6144	---
1240.764	0	1240765	STI101	6152	---
1240.764	0	1240765	STI004	5	---
1240.764	0	1240765	Trigger	8	Sound2 onset
1245.879	0	1245880	STI101	16	Probe response
1245.879	0	1245880	STI005	5	---
1245.879	0	1245880	Trigger	16	Probe response
1246.248	0	1246249	STI101	5888	---
