onset	duration	event_type	trial_type
1255.746	n/a	S  2	response
1256.979	n/a	S  5	stimulus
1257.602	n/a	S  2	response
1258.713	n/a	S 11	n/a
1260.946	n/a	S  7	stimulus
1261.45	n/a	S  1	response
1263.179	n/a	S  7	stimulus
1263.634	n/a	S  2	response
1265.312	n/a	S  7	stimulus
1265.874	n/a	S  3	response
1267.246	n/a	S  7	stimulus
1267.714	n/a	S  1	response
1269.179	n/a	S 11	n/a
1271.012	n/a	S  6	stimulus
1271.826	n/a	S  2	response
1272.745	n/a	S  6	stimulus
1273.546	n/a	S  2	response
1274.795	n/a	S  6	stimulus
1275.402	n/a	S  2	response
1276.729	n/a	S  6	stimulus
1277.514	n/a	S  3	response
1278.662	n/a	S 11	n/a
1280.695	n/a	S  8	stimulus
1281.418	n/a	S  3	response
1282.628	n/a	S  8	stimulus
1283.178	n/a	S  1	response
1284.662	n/a	S  8	stimulus
1285.426	n/a	S  1	response
1286.895	n/a	S  8	stimulus
1287.434	n/a	S  2	response
1288.928	n/a	S 11	n/a
1291.162	n/a	S  6	stimulus
1292.258	n/a	S  2	response
1293.395	n/a	S  6	stimulus
1294.474	n/a	S  3	response
1295.428	n/a	S  6	stimulus
1296.281	n/a	S  3	response
1297.578	n/a	S  6	stimulus
1298.321	n/a	S  1	response
1299.412	n/a	S 11	n/a
1301.645	n/a	S 11	n/a
1302.578	n/a	S  5	stimulus
1303.385	n/a	S  3	response
1304.311	n/a	S  5	stimulus
1305.185	n/a	S  3	response
1306.261	n/a	S  5	stimulus
1306.913	n/a	S  1	response
1308.494	n/a	S  5	stimulus
1309.337	n/a	S  1	response
1310.728	n/a	S 11	n/a
1312.561	n/a	S  8	stimulus
1313.321	n/a	S  2	response
1314.311	n/a	S  8	stimulus
1315.097	n/a	S  1	response
1315.337	n/a	S  3	response
1316.561	n/a	S  8	stimulus
1317.137	n/a	S  3	response
1318.494	n/a	S 11	n/a
1320.544	n/a	S  5	stimulus
1322.477	n/a	S  5	stimulus
1323.233	n/a	S  2	response
1324.61	n/a	S  5	stimulus
1325.257	n/a	S  3	response
1326.344	n/a	S 11	n/a
1328.377	n/a	S  7	stimulus
1328.985	n/a	S  2	response
1330.61	n/a	S  7	stimulus
1331.057	n/a	S  3	response
1332.66	n/a	S  7	stimulus
1333.129	n/a	S  1	response
1334.593	n/a	S 11	n/a
1336.827	n/a	S  8	stimulus
1337.561	n/a	S  1	response
1338.56	n/a	S  8	stimulus
1339.465	n/a	S  1	response
1340.593	n/a	S  8	stimulus
1341.169	n/a	S  2	response
1342.626	n/a	S 11	n/a
1344.776	n/a	S 10	n/a
