onset	duration	trial_type	timestamp_lsl	marker	response_accuracy	difficulty_range	outcome	istutorial	dropped_samples	marker_stream
466.635906	0.000000	3_3_4_2	3393.512829	3.3-4.2	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
467.591671	6.000000	3.3-4.2	3394.468595	3.3-4.2 Correct	1	3.3-4.2	Correct	false	n/a	arithmetic-Markers
474.093300	0.000000	5_1_6_0	3400.970224	5.1-6.0	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
477.616189	6.000000	5.1-6.0	3404.493112	5.1-6.0 Correct	1	5.1-6.0	Correct	false	n/a	arithmetic-Markers
481.627060	0.004000	dropped_samples	3408.503983	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
484.117903	0.000000	5_1_6_0	3410.994826	5.1-6.0	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
484.410149	0.004000	dropped_samples	3411.287072	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
486.696181	6.000000	5.1-6.0	3413.573105	5.1-6.0 Wrong	0	5.1-6.0	Wrong	false	n/a	arithmetic-Markers
490.699180	0.004000	dropped_samples	3417.576103	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
493.205695	0.000000	4_2_5_1	3420.082619	4.2-5.1	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
495.295894	6.000000	4.2-5.1	3422.172817	4.2-5.1 Correct	1	4.2-5.1	Correct	false	n/a	arithmetic-Markers
497.803620	0.008000	dropped_samples	3424.680543	Dropped 2 samples	n/a	n/a	n/a	n/a	2	UoHDataOffsetStream
500.728529	0.004000	dropped_samples	3427.605452	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
501.798722	0.000000	0_6_1_5	3428.675645	0.6-1.5	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
502.503894	6.000000	0.6-1.5	3429.380818	0.6-1.5 Wrong	0	0.6-1.5	Wrong	false	n/a	arithmetic-Markers
508.697340	0.004000	dropped_samples	3435.574264	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
508.995561	0.000000	0_6_1_5	3435.872484	0.6-1.5	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
509.607923	6.000000	0.6-1.5	3436.484846	0.6-1.5 Correct	1	0.6-1.5	Correct	false	n/a	arithmetic-Markers
513.116230	0.004000	dropped_samples	3439.993154	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
516.130775	0.000000	4_2_5_1	3443.007698	4.2-5.1	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
516.905257	0.004000	dropped_samples	3443.782180	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
519.728033	6.000000	4.2-5.1	3446.604957	4.2-5.1 Correct	1	4.2-5.1	Correct	false	n/a	arithmetic-Markers
526.227944	0.000000	6_0_6_9	3453.104868	6.0-6.9	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
531.687715	6.000000	6.0-6.9	3458.564638	6.0-6.9 Wrong	0	6.0-6.9	Wrong	false	n/a	arithmetic-Markers
537.833041	0.004000	dropped_samples	3464.709964	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
538.028412	0.004000	dropped_samples	3464.905335	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
538.180716	0.000000	5_1_6_0	3465.057639	5.1-6.0	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
539.872290	6.000000	5.1-6.0	3466.749214	5.1-6.0 Correct	1	5.1-6.0	Correct	false	n/a	arithmetic-Markers
546.377124	0.000000	5_1_6_0	3473.254047	5.1-6.0	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
548.392327	6.000000	5.1-6.0	3475.269250	5.1-6.0 Wrong	0	5.1-6.0	Wrong	false	n/a	arithmetic-Markers
549.883886	0.004000	dropped_samples	3476.760810	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
550.845774	0.004000	dropped_samples	3477.722698	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
554.884422	0.000000	3_3_4_2	3481.761345	3.3-4.2	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
556.063727	6.000000	3.3-4.2	3482.940650	3.3-4.2 Correct	1	3.3-4.2	Correct	false	n/a	arithmetic-Markers
557.227647	0.012000	dropped_samples	3484.104570	Dropped 3 samples	n/a	n/a	n/a	n/a	3	UoHDataOffsetStream
562.579808	0.000000	6_0_6_9	3489.456732	6.0-6.9	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
565.287914	6.000000	6.0-6.9	3492.164837	6.0-6.9 Wrong	0	6.0-6.9	Wrong	false	n/a	arithmetic-Markers
570.381993	0.004000	dropped_samples	3497.258916	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
571.804227	0.000000	1_5_2_4	3498.681150	1.5-2.4	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
573.111900	6.000000	1.5-2.4	3499.988823	1.5-2.4 Correct	1	1.5-2.4	Correct	false	n/a	arithmetic-Markers
579.607866	0.000000	2_4_3_3	3506.484790	2.4-3.3	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
584.735974	6.000000	2.4-3.3	3511.612897	2.4-3.3 Correct	1	2.4-3.3	Correct	false	n/a	arithmetic-Markers
590.108542	0.004000	dropped_samples	3516.985466	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
591.241677	0.000000	1_5_2_4	3518.118601	1.5-2.4	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
592.015654	6.000000	1.5-2.4	3518.892577	1.5-2.4 Correct	1	1.5-2.4	Correct	false	n/a	arithmetic-Markers
598.517421	0.000000	1_5_2_4	3525.394345	1.5-2.4	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
599.584266	6.000000	1.5-2.4	3526.461190	1.5-2.4 Correct	1	1.5-2.4	Correct	false	n/a	arithmetic-Markers
602.349859	0.004000	dropped_samples	3529.226782	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
604.029551	0.004000	dropped_samples	3530.906474	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
606.094859	0.000000	0_6_1_5	3532.971783	0.6-1.5	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
606.839762	6.000000	0.6-1.5	3533.716686	0.6-1.5 Correct	1	0.6-1.5	Correct	false	n/a	arithmetic-Markers
612.525657	0.004000	dropped_samples	3539.402580	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
613.342491	0.000000	1_5_2_4	3540.219415	1.5-2.4	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
614.096157	6.000000	1.5-2.4	3540.973081	1.5-2.4 Wrong	0	1.5-2.4	Wrong	false	n/a	arithmetic-Markers
614.971923	0.004000	dropped_samples	3541.848846	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
618.189748	0.012000	dropped_samples	3545.066671	Dropped 3 samples	n/a	n/a	n/a	n/a	3	UoHDataOffsetStream
620.595765	0.000000	2_4_3_3	3547.472689	2.4-3.3	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
621.631745	6.000000	2.4-3.3	3548.508669	2.4-3.3 Correct	1	2.4-3.3	Correct	false	n/a	arithmetic-Markers
625.821540	0.004000	dropped_samples	3552.698464	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
627.310847	0.004000	dropped_samples	3554.187770	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
628.137641	0.000000	0_6_1_5	3555.014564	0.6-1.5	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
628.719966	6.000000	0.6-1.5	3555.596890	0.6-1.5 Correct	1	0.6-1.5	Correct	false	n/a	arithmetic-Markers
635.228148	0.000000	1_5_2_4	3562.105072	1.5-2.4	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
635.799889	6.000000	1.5-2.4	3562.676812	1.5-2.4 Correct	1	1.5-2.4	Correct	false	n/a	arithmetic-Markers
635.948559	0.004000	dropped_samples	3562.825482	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
637.149787	0.004000	dropped_samples	3564.026710	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
638.350880	0.012000	dropped_samples	3565.227803	Dropped 3 samples	n/a	n/a	n/a	n/a	3	UoHDataOffsetStream
642.297674	0.000000	1_5_2_4	3569.174598	1.5-2.4	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
643.256573	6.000000	1.5-2.4	3570.133496	1.5-2.4 Correct	1	1.5-2.4	Correct	false	n/a	arithmetic-Markers
649.774071	0.000000	2_4_3_3	3576.650995	2.4-3.3	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
650.840231	6.000000	2.4-3.3	3577.717155	2.4-3.3 Correct	1	2.4-3.3	Correct	false	n/a	arithmetic-Markers
650.924114	0.004000	dropped_samples	3577.801037	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
657.349417	0.000000	2_4_3_3	3584.226340	2.4-3.3	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
658.604774	0.004000	dropped_samples	3585.481697	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
658.736320	6.000000	2.4-3.3	3585.613244	2.4-3.3 Correct	1	2.4-3.3	Correct	false	n/a	arithmetic-Markers
665.182042	0.012000	dropped_samples	3592.058965	Dropped 3 samples	n/a	n/a	n/a	n/a	3	UoHDataOffsetStream
665.241353	0.000000	0_6_1_5	3592.118276	0.6-1.5	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
665.744039	6.000000	0.6-1.5	3592.620962	0.6-1.5 Correct	1	0.6-1.5	Correct	false	n/a	arithmetic-Markers
669.547239	0.004000	dropped_samples	3596.424162	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
671.373357	0.004000	dropped_samples	3598.250281	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
672.247993	0.000000	0_6_1_5	3599.124916	0.6-1.5	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
672.903781	6.000000	0.6-1.5	3599.780705	0.6-1.5 Correct	1	0.6-1.5	Correct	false	n/a	arithmetic-Markers
673.404692	0.000000	finished_arithmetic	3600.281616	Finished Arithmetic	n/a	n/a	n/a	n/a	n/a	arithmetic-Markers
684.141959	0.004000	dropped_samples	3611.018883	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
685.675186	0.004000	dropped_samples	3612.552109	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
687.452522	0.004000	dropped_samples	3614.329446	Dropped 1 samples	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
