onset	duration	sample	value	trial_type	response_time	stim_file
833.714	n/a	n/a	S104	CUE: 231	n/a	n/a
835.018	n/a	n/a	S  3	Left Button	n/a	n/a
835.272	n/a	n/a	S201	FB: Win	n/a	n/a
836.36	n/a	n/a	S  1	Fixation	n/a	n/a
837.03	n/a	n/a	S106	CUE: 321	n/a	n/a
837.726	n/a	n/a	S  3	Left Button	n/a	n/a
838.05	n/a	n/a	S200	FB: Loss	n/a	n/a
839.128	n/a	n/a	S  1	Fixation	n/a	n/a
839.91	n/a	n/a	S101	CUE: 123	n/a	n/a
841.326	n/a	n/a	S  3	Left Button	n/a	n/a
841.66	n/a	n/a	S200	FB: Loss	n/a	n/a
842.73	n/a	n/a	S  1	Fixation	n/a	n/a
843.382	n/a	n/a	S101	CUE: 123	n/a	n/a
843.906	n/a	n/a	S  2	Right Button	n/a	n/a
844.12	n/a	n/a	S200	FB: Loss	n/a	n/a
845.2	n/a	n/a	S  1	Fixation	n/a	n/a
845.85	n/a	n/a	S101	CUE: 123	n/a	n/a
846.95	n/a	n/a	S  4	Up Button	n/a	n/a
847.234	n/a	n/a	S200	FB: Loss	n/a	n/a
847.763	0.818	n/a	boundary	n/a	n/a	n/a
848.312	n/a	n/a	S102	CUE: 132	n/a	n/a
849.464	n/a	n/a	S  2	Right Button	n/a	n/a
849.698	n/a	n/a	S200	FB: Loss	n/a	n/a
849.803	0.82	n/a	boundary	n/a	n/a	n/a
849.95	n/a	n/a	S  1	Fixation	n/a	n/a
850.732	n/a	n/a	S105	CUE: 312	n/a	n/a
851.756	n/a	n/a	S  3	Left Button	n/a	n/a
852.1	n/a	n/a	S201	FB: Win	n/a	n/a
853.186	n/a	n/a	S  1	Fixation	n/a	n/a
854.006	n/a	n/a	S102	CUE: 132	n/a	n/a
854.84	n/a	n/a	S  4	Up Button	n/a	n/a
855.034	n/a	n/a	S201	FB: Win	n/a	n/a
856.122	n/a	n/a	S  1	Fixation	n/a	n/a
856.932	n/a	n/a	S101	CUE: 123	n/a	n/a
858.004	n/a	n/a	S  2	Right Button	n/a	n/a
858.198	n/a	n/a	S201	FB: Win	n/a	n/a
859.274	n/a	n/a	S  1	Fixation	n/a	n/a
859.964	n/a	n/a	S105	CUE: 312	n/a	n/a
861.416	n/a	n/a	S  4	Up Button	n/a	n/a
861.62	n/a	n/a	S200	FB: Loss	n/a	n/a
862.692	n/a	n/a	S  1	Fixation	n/a	n/a
863.484	n/a	n/a	S106	CUE: 321	n/a	n/a
864.556	n/a	n/a	S  4	Up Button	n/a	n/a
864.71	n/a	n/a	S201	FB: Win	n/a	n/a
865.796	n/a	n/a	S  1	Fixation	n/a	n/a
866.556	n/a	n/a	S101	CUE: 123	n/a	n/a
867.624	n/a	n/a	S  3	Left Button	n/a	n/a
867.898	n/a	n/a	S201	FB: Win	n/a	n/a
868.921	0.568	n/a	boundary	n/a	n/a	n/a
868.995	0.498	n/a	boundary	n/a	n/a	n/a
870.206	n/a	n/a	S  4	Up Button	n/a	n/a
870.48	n/a	n/a	S201	FB: Win	n/a	n/a
871.552	n/a	n/a	S  1	Fixation	n/a	n/a
872.382	n/a	n/a	S101	CUE: 123	n/a	n/a
873.166	n/a	n/a	S  3	Left Button	n/a	n/a
873.42	n/a	n/a	S201	FB: Win	n/a	n/a
874.504	n/a	n/a	S  1	Fixation	n/a	n/a
875.214	n/a	n/a	S105	CUE: 312	n/a	n/a
876.246	n/a	n/a	S  4	Up Button	n/a	n/a
876.42	n/a	n/a	S201	FB: Win	n/a	n/a
877.506	n/a	n/a	S  1	Fixation	n/a	n/a
878.288	n/a	n/a	S101	CUE: 123	n/a	n/a
879.33	n/a	n/a	S  3	Left Button	n/a	n/a
879.634	n/a	n/a	S201	FB: Win	n/a	n/a
883.039	1.964	n/a	boundary	n/a	n/a	n/a
887.884	n/a	n/a	S  1	Fixation	n/a	n/a
888.566	n/a	n/a	S102	CUE: 132	n/a	n/a
890.118	n/a	n/a	S 99	No Response	n/a	n/a
890.342	n/a	n/a	S199	FB: No Resp	n/a	n/a
891.42	n/a	n/a	S  1	Fixation	n/a	n/a
892.082	n/a	n/a	S104	CUE: 231	n/a	n/a
893.13	n/a	n/a	S  2	Right Button	n/a	n/a
893.304	n/a	n/a	S201	FB: Win	n/a	n/a
894.39	n/a	n/a	S  1	Fixation	n/a	n/a
895.2	n/a	n/a	S105	CUE: 312	n/a	n/a
896.05	n/a	n/a	S  4	Up Button	n/a	n/a
896.364	n/a	n/a	S200	FB: Loss	n/a	n/a
897.442	n/a	n/a	S  1	Fixation	n/a	n/a
898.114	n/a	n/a	S101	CUE: 123	n/a	n/a
899.286	n/a	n/a	S  3	Left Button	n/a	n/a
899.51	n/a	n/a	S200	FB: Loss	n/a	n/a
900.594	n/a	n/a	S  1	Fixation	n/a	n/a
901.286	n/a	n/a	S104	CUE: 231	n/a	n/a
902.342	n/a	n/a	S  2	Right Button	n/a	n/a
902.496	n/a	n/a	S201	FB: Win	n/a	n/a
903.58	n/a	n/a	S  1	Fixation	n/a	n/a
904.382	n/a	n/a	S106	CUE: 321	n/a	n/a
905.13	n/a	n/a	S  4	Up Button	n/a	n/a
905.444	n/a	n/a	S200	FB: Loss	n/a	n/a
906.516	n/a	n/a	S  1	Fixation	n/a	n/a
907.226	n/a	n/a	S105	CUE: 312	n/a	n/a
908.046	n/a	n/a	S  3	Left Button	n/a	n/a
908.29	n/a	n/a	S201	FB: Win	n/a	n/a
909.368	n/a	n/a	S  1	Fixation	n/a	n/a
910.078	n/a	n/a	S102	CUE: 132	n/a	n/a
911.634	n/a	n/a	S 99	No Response	n/a	n/a
911.798	n/a	n/a	S199	FB: No Resp	n/a	n/a
912.87	n/a	n/a	S  1	Fixation	n/a	n/a
913.672	n/a	n/a	S101	CUE: 123	n/a	n/a
914.93	n/a	n/a	S  3	Left Button	n/a	n/a
915.154	n/a	n/a	S201	FB: Win	n/a	n/a
916.24	n/a	n/a	S  1	Fixation	n/a	n/a
916.271	1.142	n/a	boundary	n/a	n/a	n/a
916.692	n/a	n/a	S  4	Up Button	n/a	n/a
916.954	n/a	n/a	S201	FB: Win	n/a	n/a
918.034	n/a	n/a	S  1	Fixation	n/a	n/a
918.764	n/a	n/a	S102	CUE: 132	n/a	n/a
920.334	n/a	n/a	S 99	No Response	n/a	n/a
920.676	n/a	n/a	S199	FB: No Resp	n/a	n/a
921.752	n/a	n/a	S  1	Fixation	n/a	n/a
922.544	n/a	n/a	S106	CUE: 321	n/a	n/a
923.66	n/a	n/a	S  3	Left Button	n/a	n/a
923.832	n/a	n/a	S200	FB: Loss	n/a	n/a
924.906	n/a	n/a	S  1	Fixation	n/a	n/a
925.566	n/a	n/a	S102	CUE: 132	n/a	n/a
926.732	n/a	n/a	S  3	Left Button	n/a	n/a
927.084	n/a	n/a	S200	FB: Loss	n/a	n/a
927.635	1.14	n/a	boundary	n/a	n/a	n/a
927.698	n/a	n/a	S105	CUE: 312	n/a	n/a
928.68	n/a	n/a	S  2	Right Button	n/a	n/a
928.912	n/a	n/a	S200	FB: Loss	n/a	n/a
929.425	0.82	n/a	boundary	n/a	n/a	n/a
929.898	n/a	n/a	S103	CUE: 213	n/a	n/a
930.812	n/a	n/a	S  4	Up Button	n/a	n/a
930.984	n/a	n/a	S200	FB: Loss	n/a	n/a
932.068	n/a	n/a	S  1	Fixation	n/a	n/a
932.75	n/a	n/a	S101	CUE: 123	n/a	n/a
933.684	n/a	n/a	S  4	Up Button	n/a	n/a
934.006	n/a	n/a	S200	FB: Loss	n/a	n/a
934.249	0.642	n/a	boundary	n/a	n/a	n/a
934.446	n/a	n/a	S  1	Fixation	n/a	n/a
935.298	n/a	n/a	S106	CUE: 321	n/a	n/a
935.918	n/a	n/a	S  2	Right Button	n/a	n/a
936.2	n/a	n/a	S200	FB: Loss	n/a	n/a
937.282	n/a	n/a	S  1	Fixation	n/a	n/a
938.062	n/a	n/a	S102	CUE: 132	n/a	n/a
939.632	n/a	n/a	S 99	No Response	n/a	n/a
939.934	n/a	n/a	S199	FB: No Resp	n/a	n/a
941.018	n/a	n/a	S  1	Fixation	n/a	n/a
941.668	n/a	n/a	S106	CUE: 321	n/a	n/a
942.354	n/a	n/a	S  3	Left Button	n/a	n/a
942.666	n/a	n/a	S201	FB: Win	n/a	n/a
943.752	n/a	n/a	S  1	Fixation	n/a	n/a
944.504	n/a	n/a	S106	CUE: 321	n/a	n/a
945.202	n/a	n/a	S  3	Left Button	n/a	n/a
945.474	n/a	n/a	S200	FB: Loss	n/a	n/a
945.935	0.82	n/a	boundary	n/a	n/a	n/a
946.396	n/a	n/a	S104	CUE: 231	n/a	n/a
947.28	n/a	n/a	S  3	Left Button	n/a	n/a
947.534	n/a	n/a	S200	FB: Loss	n/a	n/a
948.62	n/a	n/a	S  1	Fixation	n/a	n/a
949.117	2.534	n/a	boundary	n/a	n/a	n/a
949.322	n/a	n/a	S  1	Fixation	n/a	n/a
949.984	n/a	n/a	S101	CUE: 123	n/a	n/a
950.502	n/a	n/a	S  4	Up Button	n/a	n/a
950.816	n/a	n/a	S201	FB: Win	n/a	n/a
951.892	n/a	n/a	S  1	Fixation	n/a	n/a
952.742	n/a	n/a	S101	CUE: 123	n/a	n/a
953.862	n/a	n/a	S  4	Up Button	n/a	n/a
954.146	n/a	n/a	S201	FB: Win	n/a	n/a
955.226	n/a	n/a	S  1	Fixation	n/a	n/a
955.948	n/a	n/a	S104	CUE: 231	n/a	n/a
957.51	n/a	n/a	S 99	No Response	n/a	n/a
957.864	n/a	n/a	S199	FB: No Resp	n/a	n/a
958.946	n/a	n/a	S  1	Fixation	n/a	n/a
959.688	n/a	n/a	S103	CUE: 213	n/a	n/a
960.802	n/a	n/a	S  4	Up Button	n/a	n/a
961.146	n/a	n/a	S201	FB: Win	n/a	n/a
962.232	n/a	n/a	S  1	Fixation	n/a	n/a
962.591	0.818	n/a	boundary	n/a	n/a	n/a
963.156	n/a	n/a	S  2	Right Button	n/a	n/a
963.51	n/a	n/a	S201	FB: Win	n/a	n/a
964.584	n/a	n/a	S  1	Fixation	n/a	n/a
965.424	n/a	n/a	S105	CUE: 312	n/a	n/a
966.884	n/a	n/a	S  2	Right Button	n/a	n/a
967.228	n/a	n/a	S200	FB: Loss	n/a	n/a
968.302	n/a	n/a	S  1	Fixation	n/a	n/a
968.955	0.818	n/a	boundary	n/a	n/a	n/a
969.494	n/a	n/a	S  3	Left Button	n/a	n/a
969.698	n/a	n/a	S201	FB: Win	n/a	n/a
970.77	n/a	n/a	S  1	Fixation	n/a	n/a
971.532	n/a	n/a	S103	CUE: 213	n/a	n/a
973.088	n/a	n/a	S 99	No Response	n/a	n/a
973.432	n/a	n/a	S199	FB: No Resp	n/a	n/a
974.508	n/a	n/a	S  1	Fixation	n/a	n/a
975.248	n/a	n/a	S102	CUE: 132	n/a	n/a
976.426	n/a	n/a	S  3	Left Button	n/a	n/a
976.64	n/a	n/a	S201	FB: Win	n/a	n/a
977.726	n/a	n/a	S  1	Fixation	n/a	n/a
978.427	0.498	n/a	boundary	n/a	n/a	n/a
978.988	n/a	n/a	S  4	Up Button	n/a	n/a
979.322	n/a	n/a	S201	FB: Win	n/a	n/a
980.398	n/a	n/a	S  1	Fixation	n/a	n/a
980.787	2.284	n/a	boundary	n/a	n/a	n/a
981.082	n/a	n/a	S  1	Fixation	n/a	n/a
981.764	n/a	n/a	S102	CUE: 132	n/a	n/a
982.8	n/a	n/a	S  4	Up Button	n/a	n/a
983.054	n/a	n/a	S201	FB: Win	n/a	n/a
984.134	n/a	n/a	S  1	Fixation	n/a	n/a
984.896	n/a	n/a	S106	CUE: 321	n/a	n/a
985.88	n/a	n/a	S  2	Right Button	n/a	n/a
986.064	n/a	n/a	S201	FB: Win	n/a	n/a
987.136	n/a	n/a	S  1	Fixation	n/a	n/a
987.948	n/a	n/a	S101	CUE: 123	n/a	n/a
989.356	n/a	n/a	S  2	Right Button	n/a	n/a
989.69	n/a	n/a	S200	FB: Loss	n/a	n/a
990.772	n/a	n/a	S  1	Fixation	n/a	n/a
991.484	n/a	n/a	S102	CUE: 132	n/a	n/a
991.992	n/a	n/a	S  3	Left Button	n/a	n/a
992.216	n/a	n/a	S201	FB: Win	n/a	n/a
993.292	n/a	n/a	S  1	Fixation	n/a	n/a
993.319	1	n/a	boundary	n/a	n/a	n/a
993.804	n/a	n/a	S  2	Right Button	n/a	n/a
994.038	n/a	n/a	S201	FB: Win	n/a	n/a
995.11	n/a	n/a	S  1	Fixation	n/a	n/a
995.922	n/a	n/a	S106	CUE: 321	n/a	n/a
997.478	n/a	n/a	S 99	No Response	n/a	n/a
997.83	n/a	n/a	S199	FB: No Resp	n/a	n/a
998.914	n/a	n/a	S  1	Fixation	n/a	n/a
999.694	n/a	n/a	S106	CUE: 321	n/a	n/a
1000.984	n/a	n/a	S  3	Left Button	n/a	n/a
1001.318	n/a	n/a	S201	FB: Win	n/a	n/a
1002.015	0.89	n/a	boundary	n/a	n/a	n/a
1002.26	n/a	n/a	S102	CUE: 132	n/a	n/a
1003.55	n/a	n/a	S  2	Right Button	n/a	n/a
1003.804	n/a	n/a	S200	FB: Loss	n/a	n/a
1004.878	n/a	n/a	S  1	Fixation	n/a	n/a
1005.72	n/a	n/a	S106	CUE: 321	n/a	n/a
1006.146	n/a	n/a	S  4	Up Button	n/a	n/a
1006.488	n/a	n/a	S201	FB: Win	n/a	n/a
1006.939	1.34	n/a	boundary	n/a	n/a	n/a
1007.787	0.32	n/a	boundary	n/a	n/a	n/a
1008.122	n/a	n/a	S 99	No Response	n/a	n/a
1008.319	1	n/a	boundary	n/a	n/a	n/a
1008.456	n/a	n/a	S  1	Fixation	n/a	n/a
1009.258	n/a	n/a	S104	CUE: 231	n/a	n/a
1009.822	n/a	n/a	S  4	Up Button	n/a	n/a
1010.126	n/a	n/a	S201	FB: Win	n/a	n/a
1011.208	n/a	n/a	S  1	Fixation	n/a	n/a
1011.363	0.32	n/a	boundary	n/a	n/a	n/a
1011.56	n/a	n/a	S105	CUE: 312	n/a	n/a
1011.615	3.106	n/a	boundary	n/a	n/a	n/a
1012.184	n/a	n/a	S103	CUE: 213	n/a	n/a
1013.18	n/a	n/a	S  2	Right Button	n/a	n/a
1013.454	n/a	n/a	S200	FB: Loss	n/a	n/a
1014.538	n/a	n/a	S  1	Fixation	n/a	n/a
1014.797	1.142	n/a	boundary	n/a	n/a	n/a
1015.062	n/a	n/a	S  3	Left Button	n/a	n/a
1015.226	n/a	n/a	S201	FB: Win	n/a	n/a
1016.298	n/a	n/a	S  1	Fixation	n/a	n/a
1017	n/a	n/a	S102	CUE: 132	n/a	n/a
1017.642	n/a	n/a	S  3	Left Button	n/a	n/a
1017.906	n/a	n/a	S200	FB: Loss	n/a	n/a
1018.984	n/a	n/a	S  1	Fixation	n/a	n/a
1019.804	n/a	n/a	S104	CUE: 231	n/a	n/a
1020.63	n/a	n/a	S  3	Left Button	n/a	n/a
1020.944	n/a	n/a	S201	FB: Win	n/a	n/a
1021.981	0.498	n/a	boundary	n/a	n/a	n/a
1022.372	n/a	n/a	S102	CUE: 132	n/a	n/a
1023.124	n/a	n/a	S  4	Up Button	n/a	n/a
1023.438	n/a	n/a	S200	FB: Loss	n/a	n/a
1024.524	n/a	n/a	S  1	Fixation	n/a	n/a
1024.913	0.82	n/a	boundary	n/a	n/a	n/a
1025.484	n/a	n/a	S  4	Up Button	n/a	n/a
1025.838	n/a	n/a	S201	FB: Win	n/a	n/a
1026.922	n/a	n/a	S  1	Fixation	n/a	n/a
1027.704	n/a	n/a	S103	CUE: 213	n/a	n/a
1029.256	n/a	n/a	S 99	No Response	n/a	n/a
1029.55	n/a	n/a	S199	FB: No Resp	n/a	n/a
1030.626	n/a	n/a	S  1	Fixation	n/a	n/a
1031.466	n/a	n/a	S102	CUE: 132	n/a	n/a
1032.908	n/a	n/a	S  4	Up Button	n/a	n/a
1033.232	n/a	n/a	S201	FB: Win	n/a	n/a
1034.312	n/a	n/a	S  1	Fixation	n/a	n/a
1035.112	n/a	n/a	S106	CUE: 321	n/a	n/a
1036.24	n/a	n/a	S  4	Up Button	n/a	n/a
1036.424	n/a	n/a	S200	FB: Loss	n/a	n/a
1037.498	n/a	n/a	S  1	Fixation	n/a	n/a
1038.198	n/a	n/a	S101	CUE: 123	n/a	n/a
1039.132	n/a	n/a	S  2	Right Button	n/a	n/a
1039.406	n/a	n/a	S201	FB: Win	n/a	n/a
1040.484	n/a	n/a	S  1	Fixation	n/a	n/a
1041.254	n/a	n/a	S104	CUE: 231	n/a	n/a
1042.816	n/a	n/a	S 99	No Response	n/a	n/a
1043.14	n/a	n/a	S199	FB: No Resp	n/a	n/a
1044.22	n/a	n/a	S  1	Fixation	n/a	n/a
1044.93	n/a	n/a	S106	CUE: 321	n/a	n/a
1046.312	n/a	n/a	S  4	Up Button	n/a	n/a
1046.496	n/a	n/a	S200	FB: Loss	n/a	n/a
1047.572	n/a	n/a	S  1	Fixation	n/a	n/a
1048.314	n/a	n/a	S106	CUE: 321	n/a	n/a
1049.196	n/a	n/a	S  3	Left Button	n/a	n/a
1049.52	n/a	n/a	S200	FB: Loss	n/a	n/a
1050.59	n/a	n/a	S  1	Fixation	n/a	n/a
1051.272	n/a	n/a	S105	CUE: 312	n/a	n/a
1052.7	n/a	n/a	S  3	Left Button	n/a	n/a
1052.914	n/a	n/a	S200	FB: Loss	n/a	n/a
1053.994	n/a	n/a	S  1	Fixation	n/a	n/a
1054.674	n/a	n/a	S102	CUE: 132	n/a	n/a
1055.504	n/a	n/a	S  3	Left Button	n/a	n/a
1055.678	n/a	n/a	S200	FB: Loss	n/a	n/a
1056.762	n/a	n/a	S  1	Fixation	n/a	n/a
1057.424	n/a	n/a	S106	CUE: 321	n/a	n/a
1058.98	n/a	n/a	S 99	No Response	n/a	n/a
1059.172	n/a	n/a	S199	FB: No Resp	n/a	n/a
1059.465	0.892	n/a	boundary	n/a	n/a	n/a
1060.138	n/a	n/a	S105	CUE: 312	n/a	n/a
1060.892	n/a	n/a	S  4	Up Button	n/a	n/a
1061.096	n/a	n/a	S201	FB: Win	n/a	n/a
1061.755	1.14	n/a	boundary	n/a	n/a	n/a
1061.756	n/a	n/a	S104	CUE: 231	n/a	n/a
1062.44	n/a	n/a	S  2	Right Button	n/a	n/a
1062.734	n/a	n/a	S201	FB: Win	n/a	n/a
1063.82	n/a	n/a	S  1	Fixation	n/a	n/a
1064.632	n/a	n/a	S105	CUE: 312	n/a	n/a
1065.604	n/a	n/a	S  4	Up Button	n/a	n/a
1065.818	n/a	n/a	S200	FB: Loss	n/a	n/a
1066.89	n/a	n/a	S  1	Fixation	n/a	n/a
1067.58	n/a	n/a	S106	CUE: 321	n/a	n/a
1068.288	n/a	n/a	S  4	Up Button	n/a	n/a
1068.462	n/a	n/a	S200	FB: Loss	n/a	n/a
1069.542	n/a	n/a	S  1	Fixation	n/a	n/a
1070.272	n/a	n/a	S104	CUE: 231	n/a	n/a
1071.826	n/a	n/a	S 99	No Response	n/a	n/a
1072.088	n/a	n/a	S199	FB: No Resp	n/a	n/a
1073.16	n/a	n/a	S  1	Fixation	n/a	n/a
1073.191	0.82	n/a	boundary	n/a	n/a	n/a
1073.756	n/a	n/a	S  3	Left Button	n/a	n/a
1074.078	n/a	n/a	S200	FB: Loss	n/a	n/a
1074.409	0.818	n/a	boundary	n/a	n/a	n/a
1075.014	n/a	n/a	S102	CUE: 132	n/a	n/a
1076.366	n/a	n/a	S  3	Left Button	n/a	n/a
1076.648	n/a	n/a	S201	FB: Win	n/a	n/a
1077.728	n/a	n/a	S  1	Fixation	n/a	n/a
1078.49	n/a	n/a	S106	CUE: 321	n/a	n/a
1080.044	n/a	n/a	S 99	No Response	n/a	n/a
1080.288	n/a	n/a	S199	FB: No Resp	n/a	n/a
1081.364	n/a	n/a	S  1	Fixation	n/a	n/a
1082.036	n/a	n/a	S102	CUE: 132	n/a	n/a
1083.29	n/a	n/a	S  4	Up Button	n/a	n/a
1083.554	n/a	n/a	S201	FB: Win	n/a	n/a
1084.634	n/a	n/a	S  1	Fixation	n/a	n/a
1085.484	n/a	n/a	S101	CUE: 123	n/a	n/a
1086.766	n/a	n/a	S  2	Right Button	n/a	n/a
1086.958	n/a	n/a	S201	FB: Win	n/a	n/a
1088.036	n/a	n/a	S  1	Fixation	n/a	n/a
1088.726	n/a	n/a	S102	CUE: 132	n/a	n/a
1089.562	n/a	n/a	S  4	Up Button	n/a	n/a
1089.784	n/a	n/a	S201	FB: Win	n/a	n/a
1090.741	0.82	n/a	boundary	n/a	n/a	n/a
1090.902	n/a	n/a	S103	CUE: 213	n/a	n/a
1091.646	n/a	n/a	S  3	Left Button	n/a	n/a
1091.858	n/a	n/a	S200	FB: Loss	n/a	n/a
1092.207	0.498	n/a	boundary	n/a	n/a	n/a
1092.438	n/a	n/a	S  1	Fixation	n/a	n/a
1093.15	n/a	n/a	S102	CUE: 132	n/a	n/a
1094.706	n/a	n/a	S 99	No Response	n/a	n/a
1094.978	n/a	n/a	S199	FB: No Resp	n/a	n/a
1096.058	n/a	n/a	S  1	Fixation	n/a	n/a
1096.74	n/a	n/a	S104	CUE: 231	n/a	n/a
1097.276	n/a	n/a	S  4	Up Button	n/a	n/a
1097.548	n/a	n/a	S200	FB: Loss	n/a	n/a
1098.626	n/a	n/a	S  1	Fixation	n/a	n/a
1099.468	n/a	n/a	S106	CUE: 321	n/a	n/a
1100.548	n/a	n/a	S  3	Left Button	n/a	n/a
1100.89	n/a	n/a	S201	FB: Win	n/a	n/a
1101.962	n/a	n/a	S  1	Fixation	n/a	n/a
1102.794	n/a	n/a	S102	CUE: 132	n/a	n/a
1104.26	n/a	n/a	S  3	Left Button	n/a	n/a
1104.442	n/a	n/a	S200	FB: Loss	n/a	n/a
1105.516	n/a	n/a	S  1	Fixation	n/a	n/a
1106.366	n/a	n/a	S106	CUE: 321	n/a	n/a
1107.634	n/a	n/a	S  4	Up Button	n/a	n/a
1107.818	n/a	n/a	S200	FB: Loss	n/a	n/a
1108.902	n/a	n/a	S  1	Fixation	n/a	n/a
1109.632	n/a	n/a	S103	CUE: 213	n/a	n/a
1111.154	n/a	n/a	S  4	Up Button	n/a	n/a
1111.428	n/a	n/a	S201	FB: Win	n/a	n/a
1112.504	n/a	n/a	S  1	Fixation	n/a	n/a
1113.166	n/a	n/a	S101	CUE: 123	n/a	n/a
1114.33	n/a	n/a	S  4	Up Button	n/a	n/a
1114.544	n/a	n/a	S201	FB: Win	n/a	n/a
1115.624	n/a	n/a	S  1	Fixation	n/a	n/a
1116.474	n/a	n/a	S104	CUE: 231	n/a	n/a
1117.406	n/a	n/a	S  3	Left Button	n/a	n/a
1117.69	n/a	n/a	S201	FB: Win	n/a	n/a
1118.776	n/a	n/a	S  1	Fixation	n/a	n/a
1119.586	n/a	n/a	S102	CUE: 132	n/a	n/a
1120.91	n/a	n/a	S  3	Left Button	n/a	n/a
1121.124	n/a	n/a	S200	FB: Loss	n/a	n/a
1122.212	n/a	n/a	S  1	Fixation	n/a	n/a
1122.932	n/a	n/a	S103	CUE: 213	n/a	n/a
1123.782	n/a	n/a	S  3	Left Button	n/a	n/a
1124.036	n/a	n/a	S200	FB: Loss	n/a	n/a
1124.297	0.818	n/a	boundary	n/a	n/a	n/a
1125.058	n/a	n/a	S103	CUE: 213	n/a	n/a
1126.612	n/a	n/a	S 99	No Response	n/a	n/a
1126.876	n/a	n/a	S199	FB: No Resp	n/a	n/a
1127.159	0.818	n/a	boundary	n/a	n/a	n/a
1127.932	n/a	n/a	S101	CUE: 123	n/a	n/a
1129.022	n/a	n/a	S  3	Left Button	n/a	n/a
1129.296	n/a	n/a	S200	FB: Loss	n/a	n/a
1130.384	n/a	n/a	S  1	Fixation	n/a	n/a
1131.144	n/a	n/a	S101	CUE: 123	n/a	n/a
1131.886	n/a	n/a	S  2	Right Button	n/a	n/a
1132.08	n/a	n/a	S201	FB: Win	n/a	n/a
1133.152	n/a	n/a	S  1	Fixation	n/a	n/a
1133.904	n/a	n/a	S103	CUE: 213	n/a	n/a
1134.742	n/a	n/a	S  3	Left Button	n/a	n/a
1134.976	n/a	n/a	S201	FB: Win	n/a	n/a
1136.054	n/a	n/a	S  1	Fixation	n/a	n/a
1136.866	n/a	n/a	S101	CUE: 123	n/a	n/a
1137.51	n/a	n/a	S  2	Right Button	n/a	n/a
1137.854	n/a	n/a	S200	FB: Loss	n/a	n/a
1138.94	n/a	n/a	S  1	Fixation	n/a	n/a
1139.59	n/a	n/a	S106	CUE: 321	n/a	n/a
1140.386	n/a	n/a	S  2	Right Button	n/a	n/a
1140.61	n/a	n/a	S201	FB: Win	n/a	n/a
1141.692	n/a	n/a	S  1	Fixation	n/a	n/a
1142.464	n/a	n/a	S103	CUE: 213	n/a	n/a
1144.018	n/a	n/a	S  3	Left Button	n/a	n/a
1144.232	n/a	n/a	S201	FB: Win	n/a	n/a
1145.312	n/a	n/a	S  1	Fixation	n/a	n/a
1146.082	n/a	n/a	S105	CUE: 312	n/a	n/a
1146.726	n/a	n/a	S  3	Left Button	n/a	n/a
1146.98	n/a	n/a	S201	FB: Win	n/a	n/a
1148.064	n/a	n/a	S  1	Fixation	n/a	n/a
1148.724	n/a	n/a	S103	CUE: 213	n/a	n/a
1149.302	n/a	n/a	S  3	Left Button	n/a	n/a
1149.456	n/a	n/a	S201	FB: Win	n/a	n/a
1150.532	n/a	n/a	S  1	Fixation	n/a	n/a
1151.244	n/a	n/a	S102	CUE: 132	n/a	n/a
1152.334	n/a	n/a	S  4	Up Button	n/a	n/a
1152.548	n/a	n/a	S200	FB: Loss	n/a	n/a
1153.634	n/a	n/a	S  1	Fixation	n/a	n/a
1154.103	0.57	n/a	boundary	n/a	n/a	n/a
1154.688	n/a	n/a	S  4	Up Button	n/a	n/a
1154.872	n/a	n/a	S200	FB: Loss	n/a	n/a
1155.95	n/a	n/a	S  1	Fixation	n/a	n/a
1156.682	n/a	n/a	S105	CUE: 312	n/a	n/a
1158.204	n/a	n/a	S  3	Left Button	n/a	n/a
1158.458	n/a	n/a	S200	FB: Loss	n/a	n/a
1159.536	n/a	n/a	S  1	Fixation	n/a	n/a
1160.208	n/a	n/a	S103	CUE: 213	n/a	n/a
1161.148	n/a	n/a	S  3	Left Button	n/a	n/a
1161.302	n/a	n/a	S200	FB: Loss	n/a	n/a
1161.787	0.82	n/a	boundary	n/a	n/a	n/a
1162.29	n/a	n/a	S101	CUE: 123	n/a	n/a
1163.428	n/a	n/a	S  4	Up Button	n/a	n/a
1163.742	n/a	n/a	S200	FB: Loss	n/a	n/a
1164.82	n/a	n/a	S  1	Fixation	n/a	n/a
1165.522	n/a	n/a	S103	CUE: 213	n/a	n/a
1166.456	n/a	n/a	S  2	Right Button	n/a	n/a
1166.67	n/a	n/a	S201	FB: Win	n/a	n/a
1167.756	n/a	n/a	S  1	Fixation	n/a	n/a
1168.578	n/a	n/a	S104	CUE: 231	n/a	n/a
1169.244	n/a	n/a	S  2	Right Button	n/a	n/a
1169.538	n/a	n/a	S200	FB: Loss	n/a	n/a
1170.624	n/a	n/a	S  1	Fixation	n/a	n/a
1171.346	n/a	n/a	S106	CUE: 321	n/a	n/a
1171.828	n/a	n/a	S  2	Right Button	n/a	n/a
1172.042	n/a	n/a	S200	FB: Loss	n/a	n/a
1173.126	n/a	n/a	S  1	Fixation	n/a	n/a
1173.968	n/a	n/a	S102	CUE: 132	n/a	n/a
1174.936	n/a	n/a	S  4	Up Button	n/a	n/a
1175.26	n/a	n/a	S200	FB: Loss	n/a	n/a
1176.346	n/a	n/a	S  1	Fixation	n/a	n/a
1177.098	n/a	n/a	S102	CUE: 132	n/a	n/a
1178.472	n/a	n/a	S  3	Left Button	n/a	n/a
