dataset_id	citation_id	citation_link	UnlinkedAck
ds004605	cit_000642	https://doi.org/10.1007/s10826-006-9120-3	yes
ds004605	cit_000643	https://tortoise.nibib.nih.gov	yes
ds004605	cit_000644	https://doi.org/10.1097/00004583-199707000-00021	yes
ds004605	cit_000645	www.nimh.nih.gov/research/research-conducted-at-nimh/research-areas/clinics-and-labs/edb	yes
ds004605	cit_000646	https://doi.org/10.1001/archpsyc.1983.01790100074010	yes
ds004605	cit_000647	https://doi.org/10.1007/978-0-387-79948-3_1534	yes
ds004605	cit_000648	https://doi.org/10.1111%2Fj.1469-7610.2012.02561.x	yes
ds004605	cit_000649	https://www.nimh.nih.gov/research/research-conducted-at-nimh/research-areas/clinics-and-labs/edb	yes
ds003900	cit_000226	doi:10.1101/2020.06.17.154666	no
ds003900	cit_000227	https://dipy.org/documentation/1.3.0./theory/sh_basis/	no
ds003900	cit_000228	doi:10.1016/j.neuroimage.2015.02.071	no
ds003900	cit_000229	doi:10.1016/j.nicl.2019.101907	no
ds003900	cit_000230	https://doi.org/10.1101/2021.11.29.470422	no
ds000030	cit_000194	https://f1000research.com/articles/6-1262/v2	no
ds000030	cit_000195	https://www.nature.com/articles/sdata2016110	no
ds000030	cit_000196	http://wtriplett.github.io/ds030/	no
ds000030	cit_000197	http://gdcm.sourceforge.net/wiki/index.php/Main_Page	no
ds000030	cit_000198	https://doi.org/10.12688/f1000research.11964.2	no
ds000030	cit_000199	www.nature.com/articles/sdata2016110	no
ds005012	cit_000526	https://doi.org/10.1162/imag_a_00262	no
ds005012	cit_000527	https://doi.org/10.1007/s10964-019-01057-4	no
ds005012	cit_000528	www.doi.org/10.18112/openneuro.ds005012.v1.0.3	no
ds005012	cit_000529	https://reporter.nih.gov/project-details/10525501	no
ds005012	cit_000530	https://reporter.nih.gov/search/swrPst4q102PBv6DQWLsIA/project-details/9497809	no
ds005012	cit_000531	https://reporter.nih.gov/project-details/9497809	no
ds005012	cit_000532	https://doi.org/10.7302/4773	no
ds005012	cit_000533	https://doi.org/www.doi.org/10.18112/openneuro.ds005012.v1.0.3	no
ds005012	cit_000534	https://doi.org/10.1002/brb3.2093	no
ds005012	cit_000535	https://doi.org/10.1016/j.dcn.2020.100798	no
ds004856	cit_000042	https://doi.org/10.1073/pnas.1415122111	no
ds004856	cit_000043	https://doi.org/10.1212/WNL.0b013e318245d295	no
ds004856	cit_000044	https://doi.org/10.1016/j.neuroimage.2014.09.056	no
ds004856	cit_000045	https://doi.org/10.1212/WNL.0000000000006469	no
ds004856	cit_000046	https://doi.org/10.1038/s41597-025-04847-7	no
ds004856	cit_000047	https://doi.org/10.1016/j.neurobiolaging.2021.04.020	no
ds004856	cit_000048	https://doi.org/10.1038/jcbfm.2013.194	no
ds004856	cit_000049	https://doi.org/10.1016/j.neurobiolaging.2016.06.011	no
ds004856	cit_000050	https://doi.org/10.1523/JNEUROSCI.4494-11.2012	no
ds003459	cit_001181	https://doi.org/10.1016/j.bandl.2005.07.004	yes
ds003459	cit_001182	https://doi.org/10.1002/hbm.10111	yes
ds003459	cit_001183	https://doi.org/10.1002/hbm.10054	yes
ds003459	cit_001184	https://doi.org/10.1016/j.neuroimage.2006.07.007	yes
ds003459	cit_001185	https://doi.org/10.1162/0898929041920496	yes
ds003459	cit_001186	https://doi.org/10.1016/j.brainres.2006.11.074	yes
ds003459	cit_001187	https://doi.org/10.1076/chin.7.3.119.8740	yes
ds003459	cit_001188	https://doi.org/10.1523/JNEUROSCI.0864-05.2005	yes
ds003459	cit_001189	https://doi.org/10.1016/S0911-6044(03	yes
ds003459	cit_001190	https://doi.org/10.1006/nimg.2002.1081	yes
ds006391	cit_000022	https://www.fil.ion.ucl.ac.uk/spm/software/spm12/	no
ds006391	cit_000023	https://fsl.fmrib.ox.ac.uk/fsl/docs/#/diffusion/index	no
ds006391	cit_000024	https://neuro-jena.github.io/cat/index.html#DOWNLOAD	no
ds006391	cit_000025	https://bids-specification.readthedocs.io/en/stable/appendices/entity-table.html	no
ds006391	cit_000026	www.fil.ion.ucl.ac.uk/spm/software/spm12/	no
ds005953	cit_000066	https://bids-specification.readthedocs.io/en/stable/	no
ds005953	cit_000341	https://doi.org/10.1093/cercor/bhu091\n[2]	no
ds005953	cit_000342	https://doi.org/10.1371/journal.pbio.2001461	no
ds005953	cit_000343	https://doi.org/10.1093/cercor/bhu091	no
ds005481	cit_000149	https://doi.org/10.1038/s41592-018-0235-4	no
ds005481	cit_000215	https://reproman.readthedocs.io/en/latest/	no
ds005481	cit_000216	https://grantome.com/grant/NIH/R24-MH117179-03	no
ds005481	cit_000217	https://doi.org/10.1145/3311790.3396656	no
ds005472	cit_000149	https://doi.org/10.1038/s41592-018-0235-4	no
ds005472	cit_000215	https://reproman.readthedocs.io/en/latest/	no
ds005472	cit_000216	https://grantome.com/grant/NIH/R24-MH117179-03	no
ds005472	cit_000217	https://doi.org/10.1145/3311790.3396656	no
ds003216	cit_000904	https://doi.org/10.1002/mrm.24916	yes
ds003216	cit_000905	https://layerfmri.page.link/ISMRM2022_WB	yes
ds003216	cit_000906	https://doi.org/10.52294/001c.87961	yes
ds003216	cit_000907	https://drive.google.com/drive/folders/1Jw6FSvX8IHaFQBZncEMjnmYUggNGkwQB?usp=sharing	yes
ds002179	cit_001557	https://datadryad.org/resource/doi:10.5061/dryad.119f80q	no
ds002179	cit_001558	https://histopath.nmr.mgh.harvard.edu/100micronMRI	no
ds002179	cit_001559	doi:10.5061/dryad.119f80q	no
ds000113	cit_000390	https://www.biorxiv.org/content/early/2016/03/31/046581	no
ds000113	cit_000391	www.nature.com/articles/sdata20143	no
ds000113	cit_000392	https://www.sciencedirect.com/science/article/pii/S2352340917302056	no
ds000113	cit_000393	www.sciencedirect.com/science/article/pii/S2352340917302056	no
ds000113	cit_000394	www.biorxiv.org/content/early/2016/03/31/046573	no
ds000113	cit_000395	https://f1000research.com/articles/4-174/v1	no
ds000113	cit_000396	https://www.biorxiv.org/content/early/2016/03/31/046573	no
ds000113	cit_000397	https://www.nature.com/articles/sdata20143	no
ds000113	cit_000398	www.biorxiv.org/content/early/2016/03/31/046581	no
ds002634	cit_001319	https://elifesciences.org/articles/53232	yes
ds002634	cit_001320	doi:10.1093/cercor/bhaa182	yes
ds002634	cit_001321	https://doi.org/10.1007/s00429-020-02180-w	yes
ds002634	cit_001322	https://git.fmrib.ox.ac.uk/neichert/project_larynx](https://git.fmrib.ox.ac.uk/neichert/project_larynx/-/tree/master/	yes
ds002634	cit_001323	doi:10.1007/s00429-020-02180-w	yes
ds002634	cit_001324	https://git.fmrib.ox.ac.uk/neichert/project_variability](https://git.fmrib.ox.ac.uk/neichert/project_variability/-/tree/master/	yes
ds002634	cit_001325	https://doi.org/10.1093/cercor/bhaa182	yes
ds002634	cit_001326	https://git.fmrib.ox.ac.uk/neichert/project_msm](https://git.fmrib.ox.ac.uk/neichert/project_msm/-/tree/master/	yes
ds002634	cit_001327	doi:10.7554/eLife.53232	yes
ds002278	cit_000618	http://ircc.fiu.edu	no
ds002278	cit_000619	https://nbclab.github.io/projects/diva	no
ds002278	cit_000620	https://doi.org/10.1101/2024.04.16.589598	no
ds005752	cit_000354	doi:10.1101/2021.04.28.21256253	no
ds005752	cit_000355	https://doi.org/10.1038/s41597-022-01623-9	no
ds005752	cit_000356	doi:10.1016/j.psychres.2020.112822	no
ds005752	cit_000357	doi:10.1038/s41592-018-0235-4	no
ds005752	cit_000358	doi:10.1371/journal.pone.0184661	no
ds004131	cit_000354	doi:10.1101/2021.04.28.21256253	yes
ds004131	cit_000356	doi:10.1016/j.psychres.2020.112822	yes
ds004131	cit_000357	doi:10.1038/s41592-018-0235-4	yes
ds004131	cit_000358	doi:10.1371/journal.pone.0184661	yes
ds004130	cit_000354	doi:10.1101/2021.04.28.21256253	yes
ds004130	cit_000356	doi:10.1016/j.psychres.2020.112822	yes
ds004130	cit_000357	doi:10.1038/s41592-018-0235-4	yes
ds004130	cit_000358	doi:10.1371/journal.pone.0184661	yes
ds004129	cit_000354	doi:10.1101/2021.04.28.21256253	yes
ds004129	cit_000356	doi:10.1016/j.psychres.2020.112822	yes
ds004129	cit_000357	doi:10.1038/s41592-018-0235-4	yes
ds004129	cit_000358	doi:10.1371/journal.pone.0184661	yes
ds003020	cit_000113	www.biorxiv.org/content/10.1101/2022.09.22.509104v1.abstract?%3Fcollection=	no
ds003020	cit_000114	https://doi.org/10.1038/s41597-023-02437-z\n\nhttps://www.biorxiv.org/content/10.1101/2022.09.22.509104v1.abstract?%3Fcollection=	no
ds003020	cit_000115	doi:10.1101/2021.05.19.444701	no
ds003020	cit_000116	https://doi.org/10.1038/s41597-023-02437-z	no
ds003020	cit_000117	www.nature.com/articles/s41597-023-02437-z	no
ds003020	cit_000118	https://doi.org/10.1038/s41593-023-01304-9	no
ds003020	cit_000119	https://www.nature.com/articles/s41597-023-02437-z	no
ds002702	cit_001509	www.biorxiv.org/content/10.1101/868455v1	yes
ds002702	cit_001510	https://doi.org/10.1016/j.neuroimage.2019.02.006	yes
ds002702	cit_001511	https://www.biorxiv.org/content/10.1101/868455v1	yes
ds002702	cit_001512	https://osf.io/j2wsc	yes
ds002702	cit_001513	https://osf.io/j2wsc/	yes
ds002702	cit_001514	https://osf.io/qcpgh/	yes
ds002702	cit_001515	https://doi.org/10.1523/JNEUROSCI.2106-19.2020	yes
ds000144	cit_001665	http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0116854	no
ds000144	cit_001666	http://bbrfoundation.org/	no
ds000144	cit_001667	http://www.nimh.nih.gov/	no
ds000144	cit_000417	https://mriqc.readthedocs.io/en/latest/	no
ds000144	cit_001668	www.nimh.nih.gov/	no
ds005518	cit_000482	https://www.pnas.org/doi/10.1073/pnas.2401317121	no
ds005518	cit_000483	www.frontiersin.org/journals/behavioral-neuroscience/articles/10.3389/fnbeh.2023.1147140/full	no
ds005518	cit_000484	doi:10.1073/pnas.2401317121	no
ds005518	cit_000485	www.pnas.org/doi/10.1073/pnas.2401317121	no
ds005518	cit_000486	www.frontiersin.org/journals/nutrition/articles/10.3389/fnut.2022.926875/full	no
ds005518	cit_000487	https://www.frontiersin.org/journals/nutrition/articles/10.3389/fnut.2022.926875/full	no
ds005518	cit_000488	https://www.frontiersin.org/journals/behavioral-neuroscience/articles/10.3389/fnbeh.2023.1147140/full	no
ds003834	cit_000696	https://doi.org/10.1038/s41597-020-00735-4	no
ds003834	cit_000697	https://osf.io/ehygz/	no
ds003834	cit_000698	https://afni.nimh.nih.gov/pub/dist/doc/program_help/@afni_refacer_run.html	no
ds003834	cit_000699	https://doi.org/10.1073/pnas.2110474118	no
ds003834	cit_000700	https://doi.org/10.1073/pnas.2110474118\n\nIf	no
ds003834	cit_000701	https://doi.org/10.1038/s41597-020-00735-4\n	no
ds003136	cit_001379	https://doi.org/10.1016/j.dcn.2018.01.002	yes
ds003136	cit_001380	https://nrg.wustl.edu/software/dicom-browser/	yes
ds000223	cit_000417	https://mriqc.readthedocs.io/en/latest/	yes
ds004640	cit_000555	https://datadryad.org/stash/share/aJ713eXY12ND56bzOBejVG2jmOFCD2CKxdSJsYWEHkw	no
ds004640	cit_000556	https://histopath.nmr.mgh.harvard.edu	no
ds004640	cit_000557	doi:10.71891/openneuro.ds003917.v1.0.0	no
ds003993	cit_001099	https://www.biorxiv.org/content/10.1101/2021.12.31.474501v1	no
ds003993	cit_001100	www.biorxiv.org/content/10.1101/2021.12.31.474501v1	no
ds003993	cit_000985	https://doi.org/10.6084/m9.figshare.7033577	no
ds003950	cit_001119	www.sony.com/electronics/research-award-program	yes
ds003950	cit_001120	https://www.nserc-crsng.gc.ca/index_eng.asp	yes
ds003950	cit_001121	https://www.sshrc-crsh.gc.ca/home-accueil-eng.aspx	yes
ds003950	cit_001122	https://research.samsung.com/aicenter_toronto	yes
ds003950	cit_001123	www.nserc-crsng.gc.ca/index_eng.asp	yes
ds003950	cit_001124	https://www.sony.com/electronics/research-award-program	yes
ds003950	cit_001125	www.sshrc-crsh.gc.ca/home-accueil-eng.aspx	yes
ds003876	cit_001018	https://doi.org/10.1038/s41593-021-00901-w	no
ds003876	cit_000065	https://doi.org/10.21105/joss.01896	no
ds003876	cit_001019	www.biorxiv.org/content/10.1101/2021.10.15.464594v1	no
ds003876	cit_001020	https://doi.org/10.1101/2021.10.15.464594	no
ds003876	cit_001021	https://www.nature.com/articles/s41593-021-00901-w	no
ds003876	cit_001022	https://www.biorxiv.org/content/10.1101/2021.10.15.464594v1	no
ds003876	cit_000459	https://doi.org/10.1038/s41597-019-0105-7	no
ds003876	cit_001023	www.nature.com/articles/s41593-021-00901-w	no
ds003688	cit_001044	www.nick-ramsey.eu/	no
ds003688	cit_001045	https://www.nature.com/articles/s41597-022-01173-0	no
ds003688	cit_001046	https://www.nick-ramsey.eu/	no
ds003688	cit_001047	www.biorxiv.org/content/10.1101/2021.06.09.447733	no
ds003688	cit_001048	https://www.biorxiv.org/content/10.1101/2021.06.09.447733	no
ds003688	cit_001049	www.nature.com/articles/s41597-022-01173-0	no
ds003029	cit_000892	https://www.biorxiv.org/content/10.1101/862797v3\n\ndoi:	no
ds003029	cit_000893	https://www.biorxiv.org/content/10.1101/862797v3	no
ds003029	cit_000894	www.biorxiv.org/content/10.1101/862797v3	no
ds003029	cit_000064	https://doi.org/10.1038/s41597-019-0104-8	no
ds003029	cit_000065	https://doi.org/10.21105/joss.01896	no
ds003029	cit_000459	https://doi.org/10.1038/s41597-019-0105-7	no
ds003029	cit_000895	www.biorxiv.org/content/10.1101/862797v3\n\ndoi:	no
ds003029	cit_000896	https://doi.org/10.1101/862797	no
ds000172	cit_001602	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4752279/	no
ds000172	cit_001603	www.ncbi.nlm.nih.gov/pmc/articles/PMC4752279/	no
ds000133	cit_001112	http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0107145	no
ds000133	cit_001113	https://pypi.python.org/pypi/mriqc	no
ds000009	cit_001407	http://gradworks.umi.com/34/01/3401764.html	no
ds000007	cit_001550	http://www.ncbi.nlm.nih.gov/pubmed/18245044	yes
ds000007	cit_001551	www.ncbi.nlm.nih.gov/pubmed/18245044	yes
ds004192	cit_000032	https://doi.org/10.7554/eLife.82580	no
ds004192	cit_000264	https://doi.org/10.25452/figshare.plus.c.6161151.v1	no
ds004192	cit_000033	https://osf.io/jum2f/	no
ds004192	cit_000034	https://doi.org/10.1371/journal.pone.0223792	no
ds004192	cit_000035	https://things-initiative.org	no
ds004192	cit_000036	https://osf.io/f5rn6/	no
ds001590	cit_001624	https://rdcu.be/bpEQQ	yes
ds000164	cit_001658	http://www.cognitiveatlas.org/task/id/tsk_4a57abb949e27	yes
ds000164	cit_001659	www.ncbi.nlm.nih.gov/pubmed/25143543	yes
ds000164	cit_001660	https://www.ncbi.nlm.nih.gov/pubmed/25143543	yes
ds000164	cit_001661	www.cognitiveatlas.org/task/id/tsk_4a57abb949e27	yes
ds006128	cit_000022	https://www.fil.ion.ucl.ac.uk/spm/software/spm12/	no
ds006128	cit_000124	https://doi.org/10.1101/2025.05.24.655840	no
ds006128	cit_000125	https://doi.org/10.17605/OSF.IO/4DRZ6	no
ds006128	cit_000026	www.fil.ion.ucl.ac.uk/spm/software/spm12/	no
ds006012	cit_000318	https://mne.tools/mne-bids/	no
ds006012	cit_000319	https://doi.org/10.1101/2024.03.13.584141](https://doi.org/10.1101/2024.03.13.584141	no
ds006012	cit_000320	https://doi.org/10.1101/2024.03.13.584141	no
ds006012	cit_000321	https://s-m.ac/	no
ds005191	cit_000587	https://goo.gl/forms/XErJw9sBeyuOyp5Q2	no
ds005191	cit_000588	https://doi.org/10.6084/m9.figshare.25808179	no
ds005191	cit_000589	www.biorxiv.org/content/10.1101/2024.04.23.590673v1	no
ds005191	cit_000590	https://www.biorxiv.org/content/10.1101/2024.04.23.590673v1	no
ds004718	cit_000366	http://www.humanbrain.cn,	no
ds004718	cit_000367	www.ee.ic.ac.uk/hp/staff/dmb/voicebox/voicebox.html	no
ds004718	cit_000368	https://doi.org/10.1101/2024.04.24.590842	no
ds004718	cit_000369	www.humanbrain.cn,	no
ds004718	cit_000370	https://pycantonese.org/	no
ds004718	cit_000371	http://www.ee.ic.ac.uk/hp/staff/dmb/voicebox/voicebox.html	no
ds004386	cit_000921	www.sciencedirect.com/science/article/pii/S1053811923003038?via%3Dihub	no
ds004386	cit_000066	https://bids-specification.readthedocs.io/en/stable/	no
ds004386	cit_000922	https://www.sciencedirect.com/science/article/pii/S1053811923003038?via%3Dihub	no
ds004386	cit_000923	https://doi.org/10.1016/j.neuroimage.2023.120152	no
ds004386	cit_000924	https://doi.org/10.1002/hbm.26018	no
ds004386	cit_000520	https://creativecommons.org/share-your-work/public-domain/cc0/	no
ds004213	cit_001003	www.nitrc.org/projects/mri_reface	no
ds004213	cit_001004	https://doi.org/10.1002/hbm.26128	no
ds004213	cit_001005	https://www.nitrc.org/projects/mri_reface	no
ds004213	cit_001006	https://doi.org/10.1016/j.neuroimage.2021.117845,	no
ds004213	cit_001007	https://doi.org/10.1016/j.neuroimage.2022.119357	no
ds004213	cit_001008	https://doi.org/10.1002/hbm.26128**	no
ds003999	cit_000066	https://bids-specification.readthedocs.io/en/stable/	no
ds003999	cit_001033	https://bids-specification.readthedocs.io/en/stable/03-modality-agnostic-files.html#changes	no
ds003999	cit_001034	https://bids-specification.readthedocs.io/en/stable/03-modality-agnostic-files.html#participants-file	no
ds003999	cit_001035	https://bids-specification.readthedocs.io/en/stable/02-common-principles.html#single-session-example	no
ds003999	cit_001036	https://bids-specification.readthedocs.io/en/stable/03-modality-agnostic-files.html#readme	no
ds003999	cit_001037	https://bids-specification.readthedocs.io/en/stable/02-common-principles.html#tabular-files	no
ds003999	cit_001038	https://bids-specification.readthedocs.io/en/stable/03-modality-agnostic-files.html#dataset_description	no
ds003670	cit_000916	https://doi.org/10.5281/zenodo.3840615	no
ds003670	cit_000917	https://sccn.ucsd.edu/~scott/pdf/COMPTRACK.pdf	no
ds003670	cit_000918	https://doi.org/10.5281/zenodo.3840617	no
ds003670	cit_000130	https://bids.neuroimaging.io/	no
ds003670	cit_000919	http://doi.org/10.5281/zenodo.3837212	no
ds003670	cit_000920	https://zenodo.org/record/4456079	no
ds003498	cit_001245	http://crcns.org/data-sets/methods/ieeg-1	no
ds003498	cit_001246	doi:10.1038/s41598-017-13064-1	no
ds003498	cit_001247	https://www.nature.com/articles/s41598-017-13064-1	no
ds003498	cit_000065	https://doi.org/10.21105/joss.01896	no
ds003498	cit_000459	https://doi.org/10.1038/s41597-019-0105-7	no
ds003498	cit_001248	www.nature.com/articles/s41598-017-13064-1	no
ds003374	cit_001095	https://gin.g-node.org/USZ_NCH/Human_Amygdala_MUA_sEEG_FearVideo/	no
ds003374	cit_001096	https://gin.g-node.org/USZ_NCH/Human_Amygdala_MUA_sEEG_FearVideo	no
ds003374	cit_001097	https://doi.org/10.1016/j.neuroimage.2020.116705	no
ds003090	cit_001389	www.jneurosci.org/content/jneuro/39/49/9716.full.pdf	no
ds003090	cit_001390	https://www.jneurosci.org/content/jneuro/39/49/9716.full.pdf	no
ds003090	cit_001391	https://doi.org/10.1101/525386	no
ds003090	cit_001392	https://www.biorxiv.org/content/10.1101/525386v2	no
ds003090	cit_001393	www.biorxiv.org/content/10.1101/525386v2	no
ds002837	cit_000401	https://afni.nimh.nih.gov/afni/community/board/read.php?1,165243,165256#msg-165256	no
ds002837	cit_000402	https://www.nature.com/articles/s41597-020-00680-2	no
ds002837	cit_000403	www.nature.com/articles/s41597-020-00680-2	no
ds002837	cit_000404	http://naturalistic-neuroimaging-database.org/	no
ds002837	cit_000405	https://afni.nimh.nih.gov/pub/dist/doc/program_help/afni_proc.py.html	no
ds002837	cit_000406	https://neuroscout.org/	no
ds002674	cit_001267	https://doi.org/10.1016/j.cobeha.2021.01.012,	no
ds002674	cit_001268	https://doi.org/10.1038/s41598-020-77779-4	no
ds002674	cit_001269	https://doi.org/10.1016/j.neuroimage.2020.117091	no
ds002674	cit_001270	https://doi.org/10.1016/j.neuroimage.2020.117125,	no
ds002674	cit_001271	https://doi.org/10.1016/j.neuroimage.2020.117091,	no
ds002674	cit_001272	https://doi.org/10.1162/netn_a_00169,	no
ds002674	cit_001273	https://caseforge.co/	no
ds000256	cit_001534	www.sciencedirect.com/science/article/pii/S1053811918300235	no
ds000256	cit_000296	https://mriqc.readthedocs.io/en/stable/	no
ds000256	cit_001535	https://www.sciencedirect.com/science/article/pii/S1053811918300235	no
ds000244	cit_001306	http://project.inria.fr/IBC/	yes
ds000121	cit_001542	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2882823/	no
ds000121	cit_001543	doi:10.1093/cercor/bhp225	no
ds000121	cit_001544	https://docs.google.com/spreadsheets/d/1kzNxuRPnyalaG5K66ADFIavJOYfQl5OXQSmudNwc0Ak/edit#gid=896164689	no
ds000121	cit_001545	www.ncbi.nlm.nih.gov/pmc/articles/PMC2882823/	no
ds005503	cit_000069	https://doi.org/10.1038/s41562-025-02252-z	no
ds005503	cit_000070	https://doi.org/10.1038/s41562-025-02252-z][paper_link]	no
ds005503	cit_000071	https://drive.google.com/drive/folders/1ZTzbeZ1tNtBu2P6fgjbRY8-1KuY-0Kkr?usp=drive_link	no
ds004212	cit_000032	https://doi.org/10.7554/eLife.82580	no
ds004212	cit_000033	https://osf.io/jum2f/	no
ds004212	cit_000034	https://doi.org/10.1371/journal.pone.0223792	no
ds004212	cit_000035	https://things-initiative.org	no
ds004212	cit_000036	https://osf.io/f5rn6/	no
ds004194	cit_000300	https://doi.org/10.1523/JNEUROSCI.1812-21.2022	yes
ds004194	cit_000301	https://orcid.org/0000-0002-5536-6128	yes
ds004194	cit_000302	https://doi.org/10.7554/eLife.90387.1	yes
ds004194	cit_000303	https://doi.org/10.1101/2023.09.13.557378	yes
ds004080	cit_000954	https://doi.org/10.1038/s41593-023-01272-0	no
ds004080	cit_000066	https://bids-specification.readthedocs.io/en/stable/	no
ds003812	cit_001161	https://wikis.nyu.edu/pages/viewpage.action?pageId=86054639	yes
ds003812	cit_001162	https://osf.io/zrq6b/	yes
ds003812	cit_001163	https://osf.io/afs85/	yes
ds000249	cit_000296	https://mriqc.readthedocs.io/en/stable/	no
ds006248	cit_000130	https://bids.neuroimaging.io/	yes
ds006248	cit_000144	https://kite.ikim.nrw/	yes
ds006192			yes
ds006010	cit_000321	https://s-m.ac/	no
ds006010	cit_000318	https://mne.tools/mne-bids/	no
ds006010	cit_000320	https://doi.org/10.1101/2024.03.13.584141	no
ds005980	cit_000234	www.ncbi.nlm.nih.gov/pubmed/20974260	yes
ds005980	cit_000235	http://www.ncbi.nlm.nih.gov/pubmed/20974260	yes
ds005980	cit_000236	www.ncbi.nlm.nih.gov/pubmed/20079856	yes
ds005980	cit_000237	http://www.ncbi.nlm.nih.gov/pubmed/20079856	yes
ds005980	cit_000238	www.ncbi.nlm.nih.gov/pubmed/17919929	yes
ds005980	cit_000239	http://www.ncbi.nlm.nih.gov/pubmed/17919929	yes
ds005687	cit_000423	https://doi.org/10.1016/j.neuroimage.2020.116945	no
ds005687	cit_000424	https://doi.org/10.1088/1741-2552/ab9fec	no
ds005687	cit_000425	https://doi.org/10.1016/j.neuroimage.2020.116945}	no
ds005687	cit_000426	https://doi.org/10.1007/s11222-024-10411-x	no
ds005687	cit_000427	https://doi.org/10.1016/j.neuroimage.2020.116945,	no
ds005450	cit_000219	https://doi.org/10.5281/zenodo.7683282	no
ds005450	cit_000220	https://doi.org/10.1101/2024.10.02.616147	no
ds005450	cit_000221	https://bobsrepository.readthedocs.io/	no
ds005450	cit_000222	https://doi.org/10.5281/zenodo.7106148	no
ds005295	cit_000478	https://www.biorxiv.org/content/10.1101/2023.10.04.560764v2	yes
ds005295	cit_000479	https://heudiconv.readthedocs.io/en/latest/	yes
ds005295	cit_000480	www.biorxiv.org/content/10.1101/2023.10.04.560764v2	yes
ds005295	cit_000130	https://bids.neuroimaging.io/	yes
ds005295	cit_000481	https://pypi.org/project/pydeface/	yes
ds004944	cit_000665	https://doi.org/10.1016/j.clinph.2019.07.008]\n\nIf	no
ds004944	cit_000666	https://doi.org/10.1016/j.clinph.2019.07.008](https://doi.org/10.1016/j.clinph.2019.07.008	no
ds004944	cit_000667	https://doi.org/10.1038/s41467-024-47495-y]	no
ds004944	cit_000668	https://doi.org/10.1038/s41467-024-47495-y](https://doi.org/10.1038/s41467-024-47495-y	no
ds004944	cit_000669	https://doi.org/10.1016/j.clinph.2019.07.008]	no
ds004920	cit_000743	https://osf.io/preprints/psyarxiv/vqpnx	no
ds004920	cit_000744	https://doi.org/10.1101/2023.10.19.562908	no
ds004920	cit_000745	https://doi.org/10.1101/2023.10.19.563125	no
ds004920	cit_000746	https://doi.org/10.20900/jpbs.20200024	no
ds004920	cit_000747	https://doi.org/10.1101/2023.01.17.524305	no
ds004910	cit_000739	https://dsi-studio.labsolver.org/	yes
ds004910	cit_000740	https://doi.org/10.1073/pnas.2216399120	yes
ds004910	cit_000741	https://dryewu.github.io	yes
ds004910	cit_000742	https://doi.org/10.1016/j.media.2023.102789	yes
ds004889	cit_000179	https://en.wikipedia.org/wiki/International_Safe_Harbor_Privacy_Principles	no
ds004889	cit_000180	https://pubmed.ncbi.nlm.nih.gov/32310331/	no
ds004889	cit_000181	www.hhs.gov/hipaa/for-professionals/privacy/special-topics/de-identification/index.html#approachmitigate	no
ds004889	cit_000182	www.ncbi.nlm.nih.gov/pmc/articles/PMC10444746/	no
ds004889	cit_000183	https://www.hhs.gov/hipaa/for-professionals/privacy/special-topics/de-identification/index.html#approachmitigate	no
ds004889	cit_000184	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10444746/	no
ds004696	cit_000856	https://doi.org/10.1523/JNEUROSCI.2201-22.2023	yes
ds004696	cit_000066	https://bids-specification.readthedocs.io/en/stable/	yes
ds004693	cit_000559	https://osf.io/y8tx2/	no
ds004693	cit_000560	www.biorxiv.org/content/10.1101/2023.08.17.553708v2	no
ds004693	cit_000561	www.biorxiv.org/content/10.1101/2023.08.17.553708v1	no
ds004693	cit_000562	https://www.biorxiv.org/content/10.1101/2023.08.17.553708v1	no
ds004693	cit_000563	https://www.biorxiv.org/content/10.1101/2023.08.17.553708v2	no
ds004647	cit_000875	https://nrf.re.kr/	no
ds004647	cit_000876	www.snu.ac.kr/	no
ds004647	cit_000877	https://www.snu.ac.kr/	no
ds004647	cit_000878	www.msit.go.kr/	no
ds004647	cit_000879	https://bk21four.nrf.re.kr/	no
ds004647	cit_000880	https://www.msit.go.kr/	no
ds004632	cit_000883	doi:10.1038/s41598-022-08713-z	no
ds004632	cit_000884	https://doi.org/10.5281/zenodo.6803744	no
ds004632	cit_000885	doi:[10.1038/s41598-022-08713-z](https://doi.org/10.1038/s41598-022-08713-z	no
ds004632	cit_000886	https://doi.org/10.1038/s41598-022-08713-z	no
ds004632	cit_000887	https://fabien-chauveau.quarto.pub/dti-readouts-for-designing-a-preclinical-stem-cell-therapy-trial-in-experimental-stroke/	no
ds004627	cit_000540	www.medrxiv.org/content/10.1101/2022.10.11.22280962v1	yes
ds004627	cit_000541	https://www.medrxiv.org/content/10.1101/2022.10.11.22280962v1	yes
ds004627	cit_000542	https://doi.org/10.1016/j.jaac.2022.04.004	yes
ds004627	cit_000543	https://doi.org/10.1111/jcpp.13547	yes
ds003848	cit_000066	https://bids-specification.readthedocs.io/en/stable/	yes
ds003844	cit_000066	https://bids-specification.readthedocs.io/en/stable/	yes
ds003701	cit_001210	https://doi.org/10.1038/s41467-017-01000-w	no
ds003701	cit_001211	doi:10.1101/2020.12.24.424353	no
ds003701	cit_001212	doi:10.1162/netna00056	no
