participant_id	animal_ID	species	strainRRID	strain	cage	cohort	sex	fur.colour	genotype	dad_ID_cage	litter_size	DOB	injection_date	injection	PFF.batch
sub-MCHxSYNx393	006_013	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_62	6	F	agouti	WT	ST_4B	15	2019-12-17	2020-03-07	Hu-PFF	19L03s
sub-MCHxSYNx394	006_014	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_62	6	F	agouti	hemi	ST_4B	15	2019-12-17	2020-03-07	Hu-PFF	19L03s
sub-MCHxSYNx395	006_018	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_64	6	M	agouti	WT	ST_4B	15	2019-12-17	2020-03-07	PBS	n/a
sub-MCHxSYNx396	006_019	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_64	6	M	agouti	WT	ST_4B	15	2019-12-17	2020-03-07	PBS	n/a
sub-MCHxSYNx397	006_021	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_65	6	M	agouti	WT	ST_4B	15	2019-12-17	2020-03-07	Hu-PFF	19L03s
sub-MCHxSYNx398	006_022	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_65	6	M	agouti	hemi	ST_4B	15	2019-12-17	2020-03-07	Hu-PFF	19L03s
sub-MCHxSYNx399	006_025	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_66	6	M	agouti	hemi	ST_3B	9	2019-12-23	2020-03-07	Ms-PFF	m19L03s
sub-MCHxSYNx400	006_027	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_66	6	M	agouti	hemi	ST_3B	9	2019-12-23	2020-03-07	Ms-PFF	m19L03s
sub-MCHxSYNx402	006_030	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_67	6	F	agouti	hemi	ST_3B	9	2019-12-23	2020-03-07	PBS	n/a
sub-MCHxSYNx133	007_001	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_70A	7	M	agouti	WT	ST_6BR	10	2020-09-27	2020-12-18	PBS	n/a
sub-MCHxSYNx134	007_002	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_70	7	M	agouti	hemi	ST_6BR	10	2020-09-27	2020-12-18	PBS	n/a
sub-MCHxSYNx135	007_003	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_70A	7	M	agouti	hemi	ST_6BR	10	2020-09-27	2020-12-18	Hu-PFF	19L03s
sub-MCHxSYNx136	007_004	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_70B	7	M	agouti	WT	ST_6BR	10	2020-09-27	2020-12-18	Hu-PFF	19L03s
sub-MCHxSYNx137	007_005	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_70C	7	M	black	hemi	ST_6BR	10	2020-09-27	2020-12-18	Ms-PFF	m19L03s
sub-MCHxSYNx138	007_006	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_71	7	F	agouti	hemi	ST_6BR	10	2020-09-27	2020-12-18	PBS	n/a
sub-MCHxSYNx139	007_007	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_71	7	F	black	hemi	ST_6BR	10	2020-09-27	2020-12-18	Hu-PFF	19L03s
sub-MCHxSYNx140	007_009	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_71	7	F	agouti	hemi	ST_6BR	10	2020-09-27	2020-12-18	PBS	n/a
sub-MCHxSYNx141	007_010	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_71	7	F	black	WT	ST_6BR	10	2020-09-27	2020-12-18	Hu-PFF	19L03s
sub-MCHxSYNx142	007_011	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_72	7	M	agouti	WT	ST_8B	3	2020-10-01	2020-12-18	Ms-PFF	m19L03s
sub-MCHxSYNx143	007_012	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_73	7	F	agouti	hemi	ST_8B	3	2020-10-01	2020-12-18	Ms-PFF	m19L03s
sub-MCHxSYNx144	007_013	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_73	7	F	agouti	WT	ST_8B	3	2020-10-01	2020-12-18	Ms-PFF	m19L03s
sub-MCHxSYNx145	008_001	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_78	8	M	agouti	hemi	ST_7BR	8	2020-10-26	2021-01-15	Ms-PFF	m19L03s
sub-MCHxSYNx146	008_002	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_78	8	M	agouti	hemi	ST_7BR	8	2020-10-26	2021-01-15	Ms-PFF	m19L03s
sub-MCHxSYNx147	008_003	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_78	8	M	agouti	WT	ST_7BR	8	2020-10-26	2021-01-15	Ms-PFF	m19L03s
sub-MCHxSYNx148	008_005	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_79	8	M	agouti	hemi	ST_7BR	8	2020-10-26	2021-01-15	PBS	n/a
sub-MCHxSYNx149	008_006	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_79	8	M	agouti	WT	ST_7BR	8	2020-10-26	2021-01-15	PBS	n/a
sub-MCHxSYNx150	008_007	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_80	8	F	agouti	WT	ST_7BR	8	2020-10-26	2021-01-15	Ms-PFF	m19L03s
sub-MCHxSYNx151	008_009	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_81	8	M	agouti	hemi	ST_6B	5	2020-10-27	2021-01-15	Hu-PFF	19L03s
sub-MCHxSYNx152	008_010	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_81	8	M	agouti	hemi	ST_6B	5	2020-10-27	2021-01-15	Hu-PFF	19L03s
sub-MCHxSYNx153	008_011	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_81	8	M	agouti	hemi	ST_6B	5	2020-10-27	2021-01-15	Hu-PFF	19L03s
sub-MCHxSYNx154	008_012	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_82	8	F	agouti	hemi	ST_6B	5	2020-10-27	2021-01-15	PBS	n/a
sub-MCHxSYNx155	008_013	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_82	8	F	agouti	WT	ST_6B	5	2020-10-27	2021-01-15	PBS	n/a
sub-MCHxSYNx156	009_001	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_86	9	M	black	hemi	ST_7BL	8	2020-12-21	2021-03-19	PBS	n/a
sub-MCHxSYNx157	009_002	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_87	9	F	black	hemi	ST_7BL	8	2020-12-21	2021-03-19	Ms-PFF	m19L03s
sub-MCHxSYNx158	009_006	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_88	9	F	black	WT	ST_7BL	8	2020-12-21	2021-03-19	Ms-PFF	m19L03s
sub-MCHxSYNx159	009_007	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_88	9	F	black	WT	ST_7BL	8	2020-12-21	2021-03-19	Ms-PFF	m19L03s
sub-MCHxSYNx160	009_008	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_88	9	F	black	hemi	ST_7BL	8	2020-12-21	2021-03-19	Ms-PFF	m19L03s
sub-MCHxSYNx162	010_002	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_89	10	M	agouti	hemi	ST_10B	14	2020-12-27	2021-03-20	PBS	n/a
sub-MCHxSYNx163	010_003	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_89	10	M	agouti	hemi	ST_10B	14	2020-12-27	2021-03-20	PBS	n/a
sub-MCHxSYNx164	010_004	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_90	10	M	agouti	hemi	ST_10B	14	2020-12-27	2021-03-20	Ms-PFF	m19L03s
sub-MCHxSYNx165	010_005	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_90	10	M	agouti	hemi	ST_10B	14	2020-12-27	2021-03-20	Ms-PFF	m19L03s
sub-MCHxSYNx166	010_006	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_90	10	M	agouti	WT	ST_10B	14	2020-12-27	2021-03-20	Ms-PFF	m19L03s
sub-MCHxSYNx167	010_007	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_91	10	F	agouti	WT	ST_10B	14	2020-12-27	2021-03-19	PBS	n/a
sub-MCHxSYNx168	010_008	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_91	10	F	agouti	hemi	ST_10B	14	2020-12-27	2021-03-19	PBS	n/a
sub-MCHxSYNx169	010_009	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_91	10	F	agouti	WT	ST_10B	14	2020-12-27	2021-03-19	PBS	n/a
sub-MCHxSYNx170	010_010	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_91	10	F	agouti	WT	ST_10B	14	2020-12-27	2021-03-19	PBS	n/a
sub-MCHxSYNx171	010_011	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_92	10	F	agouti	WT	ST_10B	14	2020-12-27	2021-03-19	Hu-PFF	19L03s
sub-MCHxSYNx172	010_013	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_92	10	F	agouti	WT	ST_10B	14	2020-12-27	2021-03-19	Hu-PFF	19L03s
sub-MCHxSYNx173	010_014	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_92	10	F	agouti	hemi	ST_10B	14	2020-12-27	2021-03-19	Hu-PFF	19L03s
sub-MCHxSYNx174	010_015	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_93	10	M	agouti	WT	ST_11B	7	2020-12-31	2021-03-20	Ms-PFF	m19L03s
sub-MCHxSYNx175	010_018	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_93	10	M	agouti	hemi	ST_11B	7	2020-12-31	2021-03-20	Hu-PFF	19L03s
sub-MCHxSYNx176	010_020	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_94	10	F	agouti	hemi	ST_11B	7	2020-12-31	2021-03-19	Hu-PFF	19L03s
sub-MCHxSYNx177	010_021	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_94	10	F	agouti	WT	ST_11B	7	2020-12-31	2021-03-19	Hu-PFF	19L03s
sub-MCHxSYNx178	010_022	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_95	10	F	agouti	hemi	ST_12B	7	2020-12-31	2021-03-19	Ms-PFF	m19L03s
sub-MCHxSYNx179	010_023	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_96	10	M	agouti	WT	ST_12B	7	2020-12-31	2021-03-20	Hu-PFF	19L03s
sub-MCHxSYNx180	010_024	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_96	10	M	agouti	hemi	ST_12B	7	2020-12-31	2021-03-20	Hu-PFF	19L03s
sub-MCHxSYNx181	010_025	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_96	10	M	agouti	WT	ST_12B	7	2020-12-31	2021-03-20	Hu-PFF	19L03s
sub-MCHxSYNx182	010_026	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_97	10	M	agouti	WT	ST_12B	7	2020-12-31	2021-03-20	PBS	n/a
sub-MCHxSYNx183	010_027	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_97	10	M	agouti	WT	ST_12B	7	2020-12-31	2021-03-20	PBS	n/a
sub-MCHxSYNx184	010_028	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_97	10	M	agouti	WT	ST_12B	7	2020-12-31	2021-03-20	PBS	n/a
sub-MCHxSYNx185	011_001	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_98	11	F	black	hemi	ST_7B	4	2021-01-11	2021-04-06	Ms-PFF	m19L03s
sub-MCHxSYNx186	011_003	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_99	11	M	black	WT	ST_7B	4	2021-01-11	2021-04-06	PBS	n/a
sub-MCHxSYNx187	011_005	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_100	11	F	black	hemi	ST_13B	4	2021-01-11	2021-04-06	Hu-PFF	19L03s
sub-MCHxSYNx188	011_006	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_100	11	F	black	WT	ST_13B	4	2021-01-11	2021-04-06	PBS	n/a
sub-MCHxSYNx189	011_007	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_100	11	F	black	WT	ST_13B	4	2021-01-11	2021-04-06	Hu-PFF	19L03s
sub-MCHxSYNx190	011_008	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_101	11	M	black	WT	ST_13B	4	2021-01-11	2021-04-06	Ms-PFF	m19L03s
sub-MCHxSYNx191	011_009	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_102	11	M	agouti	WT	ST_11B	2	2021-01-19	2021-04-06	Ms-PFF	m19L03s
sub-MCHxSYNx192	011_010	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_102	11	M	agouti	WT	ST_11B	2	2021-01-19	2021-04-06	Ms-PFF	m19L03s
sub-MCHxSYNx193	011_011	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_103	11	M	agouti	WT	ST_12B	2	2021-01-20	2021-04-06	PBS	n/a
sub-MCHxSYNx194	011_012	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_103	11	M	agouti	WT	ST_12B	2	2021-01-20	2021-04-06	PBS	n/a
sub-MCHxSYNx195	011_013	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_104	11	F	black	hemi	ST_13B	8	2021-01-21	2021-04-06	Hu-PFF	19L03s
sub-MCHxSYNx196	011_014	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_104	11	F	black	hemi	ST_13B	8	2021-01-21	2021-04-06	PBS	n/a
sub-MCHxSYNx197	011_015	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_104	11	F	black	WT	ST_13B	8	2021-01-21	2021-04-06	Ms-PFF	m19L03s
sub-MCHxSYNx198	011_016	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_105	11	M	black	WT	ST_13B	8	2021-01-21	2021-04-06	Hu-PFF	19L03s
sub-MCHxSYNx199	011_017	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_105	11	M	agouti	WT	ST_13B	8	2021-01-21	2021-04-06	Hu-PFF	19L03s
sub-MCHxSYNx200	011_018	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_105	11	M	black	WT	ST_13B	8	2021-01-21	2021-04-06	Hu-PFF	19L03s
sub-MCHxSYNx201	011_019	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_105	11	M	black	WT	ST_13B	8	2021-01-21	2021-04-06	Hu-PFF	19L03s
sub-MCHxSYNx202	011_020	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_105	11	M	agouti	hemi	ST_13B	8	2021-01-21	2021-04-06	PBS	n/a
sub-MCHxSYNx203	012_003	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_107	12	M	black	hemi	ST_13B	1	2021-01-31	2021-04-28	Hu-PFF	19L03s
sub-MCHxSYNx204	012_004	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_108	12	F	agouti	hemi	ST_10B	11	2021-02-07	2021-04-28	PBS	n/a
sub-MCHxSYNx205	012_006	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_108	12	F	agouti	hemi	ST_10B	11	2021-02-07	2021-04-28	PBS	n/a
sub-MCHxSYNx206	012_007	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_108	12	F	agouti	WT	ST_10B	11	2021-02-07	2021-04-28	PBS	n/a
sub-MCHxSYNx207	012_008	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_109	12	M	agouti	WT	ST_10B	11	2021-02-07	2021-04-28	PBS	n/a
sub-MCHxSYNx208	012_009	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_109	12	M	agouti	WT	ST_10B	11	2021-02-07	2021-04-28	Hu-PFF	19L03s
sub-MCHxSYNx209	012_010	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_109	12	M	agouti	WT	ST_10B	11	2021-02-07	2021-04-28	Hu-PFF	19L03s
sub-MCHxSYNx210	012_011	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_109	12	M	agouti	hemi	ST_10B	11	2021-02-07	2021-04-28	PBS	n/a
sub-MCHxSYNx211	012_012	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_110	12	M	agouti	hemi	ST_10B	11	2021-02-07	2021-04-29	Hu-PFF	19L03s
sub-MCHxSYNx212	012_014	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_110	12	M	agouti	hemi	ST_10B	11	2021-02-07	2021-04-29	Hu-PFF	19L03s
sub-MCHxSYNx213	012_015	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_111	12	F	agouti	hemi	ST_11B	10	2021-02-08	2021-04-28	Ms-PFF	m19L03s
sub-MCHxSYNx214	012_016	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_111	12	F	agouti	hemi	ST_11B	10	2021-02-08	2021-04-28	Hu-PFF	19L03s
sub-MCHxSYNx215	012_017	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_111	12	F	agouti	hemi	ST_11B	10	2021-02-08	2021-04-28	Ms-PFF	m19L03s
sub-MCHxSYNx216	012_019	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_112	12	F	agouti	WT	ST_11B	10	2021-02-08	2021-04-28	Ms-PFF	m19L03s
sub-MCHxSYNx217	012_020	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_112	12	F	agouti	hemi	ST_11B	10	2021-02-08	2021-04-28	Ms-PFF	m19L03s
sub-MCHxSYNx218	012_021	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_113	12	M	agouti	hemi	ST_11B	10	2021-02-08	2021-04-29	PBS	n/a
sub-MCHxSYNx219	012_022	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_113	12	M	agouti	WT	ST_11B	10	2021-02-08	2021-04-29	PBS	n/a
sub-MCHxSYNx220	012_023	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_113	12	M	agouti	hemi	ST_11B	10	2021-02-08	2021-04-29	PBS	n/a
sub-MCHxSYNx221	012_024	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_113	12	F	agouti	WT	ST_11B	10	2021-02-08	2021-04-29	Hu-PFF	19L03s
sub-MCHxSYNx222	012_025	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_114	12	F	agouti	hemi	ST_12B	7	2021-02-09	2021-04-29	Hu-PFF	19L03s
sub-MCHxSYNx223	012_026	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_114	12	F	agouti	hemi	ST_12B	7	2021-02-09	2021-04-29	Hu-PFF	19L03s
sub-MCHxSYNx224	012_027	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_114	12	M	agouti	hemi	ST_12B	7	2021-02-09	2021-04-29	Ms-PFF	m19L03s
sub-MCHxSYNx225	012_028	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_115	12	M	agouti	WT	ST_12B	7	2021-02-09	2021-04-29	Ms-PFF	m19L03s
sub-MCHxSYNx226	012_029	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_115	12	M	agouti	hemi	ST_12B	7	2021-02-09	2021-04-29	Ms-PFF	m19L03s
sub-MCHxSYNx227	012_030	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_115	12	M	agouti	hemi	ST_12B	7	2021-02-09	2021-04-29	Ms-PFF	m19L03s
sub-MCHxSYNx228	012_031	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_115	12	M	agouti	hemi	ST_12B	7	2021-02-09	2021-04-29	Ms-PFF	m19L03s
sub-MCHxSYNx229	014_001	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_122	14	M	agouti	hemi	ST_12B	3	2021-03-01	2021-05-21	Ms-PFF	m19L03s
sub-MCHxSYNx382	014_002	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_122	14	M	agouti	hemi	ST_12B	3	2021-03-01	2021-05-21	Ms-PFF	m19L03s
sub-MCHxSYNx230	014_003	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_122	14	M	agouti	WT	ST_12B	3	2021-03-01	2021-05-21	Ms-PFF	m19L03s
sub-MCHxSYNx231	014_004	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_120	14	F	agouti	hemi	ST_13B	7	2021-03-05	2021-05-21	Ms-PFF	m19L03s
sub-MCHxSYNx232	014_005	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_120	14	F	black	WT	ST_13B	7	2021-03-05	2021-05-21	Ms-PFF	m19L03s
sub-MCHxSYNx233	014_006	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_120	14	F	black	WT	ST_13B	7	2021-03-05	2021-05-21	PBS	n/a
sub-MCHxSYNx234	014_007	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_120	14	F	agouti	WT	ST_13B	7	2021-03-05	2021-05-21	Hu-PFF	19L03s
sub-MCHxSYNx235	014_008	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_121	14	M	agouti	hemi	ST_13B	7	2021-03-05	2021-05-21	Hu-PFF	19L03s
sub-MCHxSYNx236	014_009	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_121	14	M	agouti	hemi	ST_13B	7	2021-03-05	2021-05-21	Hu-PFF	19L03s
sub-MCHxSYNx237	014_010	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_121	14	M	agouti	hemi	ST_13B	7	2021-03-05	2021-05-21	PBS	n/a
sub-MCHxSYNx238	015_001	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_123	15	F	black	hemi	ST_13B	2	2021-03-15	2021-06-08	Hu-PFF	21D19s
sub-MCHxSYNx239	015_002	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_124	15	M	black	WT	ST_13B	2	2021-03-15	2021-06-08	Hu-PFF	21D19s
sub-MCHxSYNx240	015_003	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_125	15	F	agouti	hemi	ST_10B	4	2021-03-21	2021-06-08	PBS	n/a
sub-MCHxSYNx241	015_004	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_125	15	F	agouti	hemi	ST_10B	4	2021-03-21	2021-06-08	PBS	n/a
sub-MCHxSYNx242	015_005	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_126	15	M	agouti	WT	ST_10B	4	2021-03-21	2021-06-08	Ms-PFF	m21D19s
sub-MCHxSYNx243	015_006	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_126	15	M	agouti	hemi	ST_10B	4	2021-03-21	2021-06-08	Ms-PFF	m21D19s
sub-MCHxSYNx244	015_007	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_127	15	F	agouti	hemi	ST_12B	3	2021-03-23	2021-06-08	Ms-PFF	m21D19s
sub-MCHxSYNx245	015_009	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_127	15	F	agouti	hemi	ST_12B	3	2021-03-23	2021-06-08	Ms-PFF	m21D19s
sub-MCHxSYNx246	015_010	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_127	15	F	agouti	hemi	ST_12B	3	2021-03-23	2021-06-08	Ms-PFF	m21D19s
sub-MCHxSYNx247	015_011	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_128	15	M	agouti	hemi	ST_11B	8	2021-03-21	2021-06-08	Ms-PFF	m21D19s
sub-MCHxSYNx248	015_012	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_128	15	M	agouti	WT	ST_11B	8	2021-03-21	2021-06-08	Ms-PFF	m21D19s
sub-MCHxSYNx249	015_013	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_128	15	M	agouti	hemi	ST_11B	8	2021-03-21	2021-06-08	Hu-PFF	21D19s
sub-MCHxSYNx250	015_014	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_128	15	M	agouti	hemi	ST_11B	8	2021-03-21	2021-06-08	Hu-PFF	21D19s
sub-MCHxSYNx251	015_016	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_129	15	M	agouti	WT	ST_11B	8	2021-03-21	2021-06-08	PBS	n/a
sub-MCHxSYNx252	015_017	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_129	15	M	agouti	hemi	ST_11B	8	2021-03-21	2021-06-08	PBS	n/a
sub-MCHxSYNx253	016_001	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_130	16	F	agouti	WT	ST_13B	8	2021-03-29	2021-06-18	Ms-PFF	m21D19s
sub-MCHxSYNx254	016_002	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_130	16	F	agouti	WT	ST_13B	8	2021-03-29	2021-06-18	Ms-PFF	m21D19s
sub-MCHxSYNx255	016_003	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_130	16	F	agouti	hemi	ST_13B	8	2021-03-29	2021-06-18	Ms-PFF	m21D19s
sub-MCHxSYNx256	016_004	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_131	16	F	agouti	hemi	ST_13B	8	2021-03-29	2021-06-18	PBS	n/a
sub-MCHxSYNx257	016_005	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_131	16	F	agouti	WT	ST_13B	8	2021-03-29	2021-06-18	PBS	n/a
sub-MCHxSYNx258	016_006	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_131	16	F	black	WT	ST_13B	8	2021-03-29	2021-06-18	PBS	n/a
sub-MCHxSYNx259	016_007	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_132	16	M	black	WT	ST_13B	8	2021-03-29	2021-06-18	Ms-PFF	m21D19s
sub-MCHxSYNx260	016_008	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_132	16	M	agouti	hemi	ST_13B	8	2021-03-29	2021-06-18	Ms-PFF	m21D19s
sub-MCHxSYNx261	016_009	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_133	16	F	agouti	WT	ST_10B	12	2021-04-01	2021-06-18	Hu-PFF	21D19s
sub-MCHxSYNx262	016_010	mus musculus	RRID:IMSR_JAX:004479	C57BL/6xC3H	ST_133	16	F	agouti	hemi	ST_10B	12	2021-04-01	2021-06-18	Hu-PFF	21D19s
